algo,nb_nodes,time,ans
glouton,804,373.19780000000003,259.9
glouton,805,373.47220000000004,259.5
glouton,806,372.59049999999996,258.9
glouton,807,376.38050000000004,262.0
glouton,808,374.7511,261.2
glouton,809,377.2419,261.2
glouton,810,383.2143,260.7
glouton,811,380.9732,261.5
glouton,812,386.56460000000004,262.4
glouton,813,383.78139999999996,260.5
glouton,814,385.1861,261.7
glouton,815,386.2634,264.2
glouton,816,387.0038,263.4
glouton,817,389.2337,265.2
glouton,818,397.9631,263.3
glouton,819,391.79740000000004,264.5
glouton,820,391.979,264.8
glouton,821,393.12469999999996,263.8
glouton,822,393.4877,264.9
glouton,823,394.1685,264.0
glouton,824,396.586,266.0
glouton,825,396.3667,265.6
glouton,826,411.93559999999997,267.4
glouton,827,397.7012,265.0
glouton,828,401.4468,266.8
glouton,829,402.2033,266.4
glouton,830,404.1766,267.5
glouton,831,404.0956,266.0
glouton,832,407.1196,268.7
glouton,833,412.091,268.7
glouton,834,409.5321,268.1
glouton,835,407.4105,267.3
glouton,836,412.2889,269.1
glouton,837,423.0532,268.8
glouton,838,414.8789,268.6
glouton,839,418.0454,270.3
glouton,840,418.76840000000004,270.2
glouton,841,414.6707,271.0
glouton,842,420.8182,270.8
glouton,843,419.74309999999997,272.3
glouton,844,419.1205,271.7
glouton,845,422.05150000000003,271.4
glouton,846,420.06170000000003,272.2
glouton,847,425.1969,272.3
glouton,848,424.57460000000003,271.7
glouton,849,425.0603,272.5
glouton,850,426.4308,274.1
glouton,851,430.187,272.2
glouton,852,430.2159,272.5
glouton,853,426.7826,273.3
glouton,854,426.8098,274.0
glouton,855,429.7171,276.2
glouton,856,426.35869999999994,273.8
glouton,857,429.95020000000005,276.2
glouton,858,430.4371,274.8
glouton,859,432.726,274.7
glouton,860,432.78239999999994,276.2
glouton,861,435.16459999999995,274.7
glouton,862,432.8535,275.8
glouton,863,433.4892,276.2
glouton,864,437.52,276.5
glouton,865,438.1716,276.9
glouton,866,434.3564,276.2
glouton,867,439.0865,278.2
glouton,868,442.07789999999994,278.8
glouton,869,444.76450000000006,279.4
glouton,870,446.1017,279.5
glouton,871,447.66859999999997,277.4
glouton,872,445.1711,279.4
glouton,873,447.7739,277.8
glouton,874,450.31409999999994,278.9
glouton,875,448.02139999999997,280.1
glouton,876,452.63100000000003,281.0
glouton,877,457.57610000000005,280.8
glouton,878,452.9407,280.4
glouton,879,455.74709999999993,281.6
glouton,880,456.80339999999995,281.5
glouton,881,453.7982,281.7
glouton,882,459.9925999999999,282.1
glouton,883,460.822,283.6
glouton,884,462.6331,283.3
glouton,885,462.33509999999995,283.7
glouton,886,460.8347,282.0
glouton,887,464.4952,283.2
glouton,888,464.24210000000005,284.4
glouton,889,468.4459,283.0
glouton,890,467.0571,283.8
glouton,891,469.0472,284.0
glouton,892,501.8535,283.7
glouton,893,488.2733,284.7
glouton,894,470.18950000000007,284.4
glouton,895,473.30820000000006,283.9
glouton,896,477.9483,286.2
glouton,897,476.1227,287.0
glouton,898,479.14070000000004,285.0
glouton,899,476.0466,287.7
glouton,900,479.1188,286.4
glouton,901,484.7186,286.7
glouton,902,479.4425,286.5
glouton,903,486.0538,289.3
glouton,904,483.52119999999996,288.4
glouton,905,481.47439999999995,287.3
glouton,906,484.8125,285.9
glouton,907,487.60659999999996,287.4
glouton,908,484.8782,286.9
glouton,909,492.8504,289.7
glouton,910,489.2839,289.8
glouton,911,496.352,289.6
glouton,912,492.2321,289.7
glouton,913,494.2278,290.4
glouton,914,513.5244,290.6
glouton,915,496.2058,290.8
glouton,916,500.3116,292.9
glouton,917,501.1834,291.3
glouton,918,503.7858,292.9
glouton,919,503.5014,291.3
glouton,920,505.51660000000004,293.1
glouton,921,506.28000000000003,291.7
glouton,922,505.21840000000003,292.1
glouton,923,504.5835,292.8
glouton,924,519.614,293.8
glouton,925,509.46579999999994,293.3
glouton,926,510.9776,294.1
glouton,927,511.7214,295.0
glouton,928,514.462,295.5
glouton,929,514.6600000000001,294.0
glouton,930,516.2234000000001,297.0
glouton,931,518.701,295.0
glouton,932,521.0715,296.5
glouton,933,520.0926000000001,295.6
glouton,934,524.0385555555555,296.22222222222223
glouton,935,522.3729000000001,297.1
glouton,936,523.5355999999999,295.7
glouton,937,525.6063,298.3
glouton,938,524.0836999999999,296.0
glouton,939,515.0591999999999,297.5
glouton,940,542.417,297.9
glouton,941,529.5899999999999,297.6
glouton,942,527.9841,300.0
glouton,943,530.3214,299.6
glouton,944,537.5020000000001,300.0
glouton,945,537.464,300.2
glouton,946,579.0278000000001,300.8
glouton,947,566.8853,300.1
glouton,948,561.3882,300.0
glouton,949,573.3534,301.1
glouton,950,564.0786,300.8
glouton,951,571.5269000000001,300.3
glouton,952,559.6198,300.0
glouton,953,556.6602,304.0
glouton,954,560.4495,301.5
glouton,955,567.0768,302.3
glouton,956,581.3976,303.5
glouton,957,561.5271,302.9
glouton,958,565.2254,302.9
glouton,959,634.6605999999999,303.4
glouton,960,591.0672,303.0
glouton,961,578.5002000000001,302.2
glouton,962,596.1373,305.8
glouton,963,592.5743,305.0
glouton,964,584.3014000000001,303.2
glouton,965,585.3961,303.4
glouton,966,572.6734,304.7
glouton,967,574.6573999999999,305.3
glouton,968,576.6812,306.1
glouton,969,592.1749,306.4
glouton,970,572.6476,306.3
glouton,971,574.8083,305.3
glouton,972,619.237,305.6
glouton,973,594.5613999999999,306.5
glouton,974,612.8098,309.3
glouton,975,596.3312,306.8
glouton,976,623.7695,307.2
glouton,977,613.4732,308.3
glouton,978,612.1185,309.3
glouton,979,608.9518,308.1
glouton,980,614.0797,309.2
glouton,981,606.136,310.4
glouton,982,667.6356,309.9
glouton,983,598.0127,310.8
glouton,984,598.7909999999999,310.5
glouton,985,619.8623,312.1
glouton,986,599.6337000000001,311.2
glouton,987,592.8480999999999,310.5
glouton,988,582.3091000000001,309.7
glouton,989,583.9868,312.4
glouton,990,595.62,312.5
glouton,991,589.1756,312.5
glouton,992,593.674,312.6
glouton,993,593.4095,312.6
glouton,994,606.4633,312.6
glouton,995,601.2905,314.1
glouton,996,597.7592,315.2
glouton,997,600.3543999999999,312.9
glouton,998,601.7846,313.6
glouton,999,606.4112,314.5
glouton,1000,614.3733,315.2
tabu,2,0.08341000000000001,2.0
tabu,3,0.16387000000000002,3.0
tabu,4,2.51962,3.7
tabu,5,12.97621,4.3
tabu,6,18.91189,5.2
tabu,7,24.11302,5.5
tabu,8,27.32479,6.3
tabu,9,33.69395,7.0
tabu,10,40.78786,7.9
tabu,11,48.01288,8.2
tabu,12,55.624480000000005,8.8
tabu,13,61.31858999999999,9.0
tabu,14,73.24292,9.7
tabu,15,81.91508999999999,10.0
tabu,16,91.27236,10.3
tabu,17,105.90079,10.4
tabu,18,107.21524,11.1
tabu,19,119.3475,11.3
tabu,20,128.0411,12.0
tabu,21,140.2748,12.7
tabu,22,154.2776,13.0
tabu,23,164.7359,13.0
tabu,24,172.52960000000002,13.3
tabu,25,193.6521,14.2
tabu,26,203.7069,14.3
tabu,27,220.20329999999998,14.7
tabu,28,231.1373,15.1
tabu,29,264.71529999999996,15.6
tabu,30,300.81219999999996,16.3
tabu,31,309.15479999999997,16.8
tabu,32,306.2415,16.7
tabu,33,314.75239999999997,17.2
tabu,34,351.8428,17.3
tabu,35,363.1703,17.7
tabu,36,408.2208,18.0
tabu,37,435.68469999999996,18.4
tabu,38,458.1188,18.8
tabu,39,526.851,19.0
tabu,40,498.3791,19.9
tabu,41,483.8122,20.3
tabu,42,570.2872,20.3
tabu,43,553.2452999999999,20.7
tabu,44,607.104,21.4
tabu,45,822.1184,21.6
tabu,46,856.2529000000001,22.3
tabu,47,979.6441000000001,22.5
tabu,48,697.3091999999999,22.6
tabu,49,876.7076999999999,22.6
tabu,50,1194.396,23.4
tabu,51,962.574,23.3
tabu,52,1061.6381000000001,23.8
tabu,53,835.3494000000001,24.4
tabu,54,920.5339,24.5
tabu,55,1080.6895,25.1
tabu,56,1199.9514,25.0
tabu,57,1041.2189,25.3
tabu,58,1120.9905,25.6
tabu,59,1295.6741,26.0
tabu,60,1390.5894,26.3
tabu,61,1518.596,26.6
tabu,62,1343.699,27.2
tabu,63,1340.403,28.0
tabu,64,1393.71,28.7
tabu,65,1677.4829999999997,28.5
tabu,66,1358.892,29.5
tabu,67,1875.128,29.5
tabu,68,2449.6040000000003,29.4
tabu,69,1937.6029999999998,29.8
tabu,70,2043.382,29.5
tabu,71,1824.172,30.6
tabu,72,1797.309,30.9
tabu,73,2257.513,31.4
tabu,74,2431.4669999999996,32.4
tabu,75,2463.2110000000002,32.1
tabu,76,2444.611,31.9
tabu,77,2270.205,33.1
tabu,78,2499.998,33.2
tabu,79,3359.3050000000003,32.5
tabu,80,2363.75,34.2
tabu,81,2215.427,35.2
tabu,82,2806.989,33.6
tabu,83,2672.875,35.5
tabu,84,2762.921,34.6
tabu,85,2695.888,35.7
tabu,86,2878.205,36.0
tabu,87,2827.288,36.7
tabu,88,3364.1090000000004,36.2
tabu,89,3091.684,37.3
tabu,90,3065.48,38.3
tabu,91,3699.6279999999997,39.4
tabu,92,3739.9620000000004,37.6
tabu,93,3195.704,39.2
tabu,94,3934.2830000000004,39.1
tabu,95,3727.399,39.9
tabu,96,3765.1160000000004,38.5
tabu,97,2740.361,40.7
tabu,98,4120.765,40.3
tabu,99,3521.3190000000004,40.9
tabu,100,3376.579,41.3
tabu,101,4226.446,41.1
tabu,102,4571.489,41.0
tabu,103,4535.796,42.3
tabu,104,4269.713,42.0
tabu,105,4517.041,42.8
tabu,106,3695.0510000000004,42.9
tabu,107,4077.174,43.7
tabu,108,4034.9809999999998,44.6
tabu,109,3908.6479999999997,45.3
tabu,110,4298.781,44.8
tabu,111,4502.7699999999995,45.5
tabu,112,3590.072,45.2
tabu,113,5012.717,46.1
tabu,114,4548.964,46.6
tabu,115,4495.438,46.9
tabu,116,4067.155,47.9
tabu,117,4700.499,46.3
tabu,118,5043.755999999999,47.2
tabu,119,6134.686,48.2
tabu,120,5728.908,46.9
tabu,121,5345.226000000001,48.5
tabu,122,5166.497,49.6
tabu,123,4340.824,51.0
tabu,124,4490.204,52.5
tabu,125,6533.852000000001,50.8
tabu,126,4826.548,50.5
tabu,127,5265.229,50.5
tabu,128,6906.186,51.0
tabu,129,4783.721,52.9
tabu,130,5608.893,52.6
tabu,131,5997.6410000000005,51.9
tabu,132,4967.678,51.8
tabu,133,6009.059,52.7
tabu,134,5563.005999999999,52.6
tabu,135,7823.255,53.9
tabu,136,6425.811,53.2
tabu,137,5520.617,55.1
tabu,138,6542.429,55.2
tabu,139,5857.067,55.0
tabu,140,5740.255999999999,57.4
tabu,141,5773.151,56.2
tabu,142,5928.621,56.7
tabu,143,7680.0380000000005,56.4
tabu,144,6590.481,57.0
tabu,145,8045.596,59.0
tabu,146,6796.763000000001,58.6
tabu,147,6432.97,58.1
tabu,148,6946.769,59.3
tabu,149,6671.26,58.7
tabu,150,7476.6050000000005,57.1
tabu,151,7522.991,58.1
tabu,152,6519.497,60.7
tabu,153,7181.694,59.7
tabu,154,7257.383,60.7
tabu,155,6803.9039999999995,62.1
tabu,156,7488.072,62.6
tabu,157,7458.702,63.1
tabu,158,7513.815,63.8
tabu,159,7763.981,62.0
tabu,160,7249.369000000001,65.1
tabu,161,8410.939999999999,62.8
tabu,162,7711.711,63.5
tabu,163,7921.974,63.5
tabu,164,8092.714999999999,64.8
tabu,165,8557.889,63.6
tabu,166,8341.473,66.2
tabu,167,9470.115,65.7
tabu,168,8617.615,65.1
tabu,169,9404.263,66.1
tabu,170,8112.055,66.9
tabu,171,9141.270999999999,68.0
tabu,172,8598.283,66.8
tabu,173,9292.875,67.8
tabu,174,8989.280999999999,68.2
tabu,175,8923.055,67.4
tabu,176,9882.954,67.5
tabu,177,9836.931999999999,69.5
tabu,178,8332.407000000001,69.4
tabu,179,9060.371000000001,70.2
tabu,180,9645.395999999999,71.9
tabu,181,10094.335000000001,70.4
tabu,182,10258.678,71.0
tabu,183,9252.064,70.6
tabu,184,9719.369999999999,71.3
tabu,185,9399.569,72.0
tabu,186,10120.632000000001,74.2
tabu,187,11943.981,72.5
tabu,188,9095.307,71.4
tabu,189,9500.898,73.1
tabu,190,9937.115,73.4
tabu,191,9857.842,74.3
tabu,192,9566.264,74.2
tabu,193,10076.884999999998,73.5
tabu,194,11276.661,74.5
tabu,195,10643.477,74.7
tabu,196,11517.999,75.0
tabu,197,10811.017,75.4
tabu,198,10446.078,75.7
tabu,199,11388.560000000001,77.0
tabu,200,11063.28,77.5
tabu,201,12908.08,76.6
tabu,202,11764.68,77.1
tabu,203,13383.36,77.0
tabu,204,13208.84,78.5
tabu,205,13880.45,77.7
tabu,206,11376.11,79.3
tabu,207,11546.42,80.0
tabu,208,11493.5,80.6
tabu,209,13504.95,79.8
tabu,210,12297.72,80.3
tabu,211,13873.0,80.7
tabu,212,11966.64,82.2
tabu,213,12976.58,82.1
tabu,214,14858.210000000001,81.2
tabu,215,12152.84,83.3
tabu,216,12225.26,82.8
tabu,217,12746.15,81.8
tabu,218,12400.09,83.1
tabu,219,13829.0,83.2
tabu,220,13404.710000000001,84.8
tabu,221,14628.84,84.8
tabu,222,13909.05,85.5
tabu,223,13469.4,82.9
tabu,224,12983.53,84.7
tabu,225,12731.42,84.9
tabu,226,13429.529999999999,86.2
tabu,227,13461.429999999998,86.0
tabu,228,13519.76,87.0
tabu,229,13818.65,85.8
tabu,230,13845.920000000002,86.8
tabu,231,13952.670000000002,87.4
tabu,232,13649.34,86.4
tabu,233,13800.63,88.6
tabu,234,14812.61,88.9
tabu,235,14619.65,87.5
tabu,236,15102.15,89.1
tabu,237,14625.01,89.5
tabu,238,14667.3,89.9
tabu,239,14551.079999999998,90.2
tabu,240,15964.38,90.6
tabu,241,15290.189999999999,90.7
tabu,242,15592.929999999998,91.1
tabu,243,16852.68,90.9
tabu,244,16196.689999999999,91.9
tabu,245,15690.74,92.1
tabu,246,15739.210000000001,93.3
tabu,247,16676.120000000003,92.4
tabu,248,15746.460000000001,93.6
tabu,249,17394.579999999998,93.3
tabu,250,16541.05,93.6
tabu,251,18987.170000000002,93.5
tabu,252,16638.64,94.1
tabu,253,17895.82,93.1
tabu,254,16295.460000000001,94.8
tabu,255,17554.91,94.7
tabu,256,16806.18,95.1
tabu,257,17421.43,96.1
tabu,258,16831.43,96.8
tabu,259,17445.32,97.1
tabu,260,19314.43,96.0
tabu,261,17262.56,98.2
tabu,262,19269.739999999998,97.0
tabu,263,17443.85,97.6
tabu,264,17700.47,98.6
tabu,265,19303.98,98.7
tabu,266,18933.0,98.4
tabu,267,19394.170000000002,99.3
tabu,268,18503.09,98.7
tabu,269,19919.420000000002,99.6
tabu,270,18716.329999999998,100.9
tabu,271,21754.3,100.1
tabu,272,18912.39,100.7
tabu,273,18568.120000000003,100.4
tabu,274,19430.370000000003,101.5
tabu,275,19120.75,101.0
tabu,276,19776.489999999998,103.3
tabu,277,20011.370000000003,101.7
tabu,278,20009.35,101.8
tabu,279,19858.920000000002,101.1
tabu,280,19755.34,104.0
tabu,281,20383.5,103.1
tabu,282,21661.489999999998,103.6
tabu,283,21914.36,103.9
tabu,284,21342.39,104.2
tabu,285,20691.27,104.3
tabu,286,20956.84,104.9
tabu,287,20320.66,104.2
tabu,288,20927.03,105.4
tabu,289,21814.11,107.1
tabu,290,21359.95,106.4
tabu,291,23622.629999999997,106.3
tabu,292,24221.43,108.1
tabu,293,21773.34,107.6
tabu,294,22479.85,107.4
tabu,295,23170.44,108.7
tabu,296,25261.8,107.6
tabu,297,22290.94,108.6
tabu,298,22908.86,109.3
tabu,299,24736.54,109.7
tabu,300,22713.829999999998,109.7
tabu,301,23391.879999999997,109.0
tabu,302,23359.44,108.5
tabu,303,24746.95,109.7
tabu,304,23181.84,111.2
tabu,305,23538.85,110.9
tabu,306,25663.94,111.6
tabu,307,23594.7,111.6
tabu,308,25119.18,112.2
tabu,309,24054.77,112.3
tabu,310,24365.260000000002,113.9
tabu,311,24782.370000000003,113.8
tabu,312,26460.870000000003,113.9
tabu,313,28375.04,111.7
tabu,314,24773.989999999998,114.1
tabu,315,25510.28,113.1
tabu,316,26416.940000000002,115.1
tabu,317,25297.78,115.3
tabu,318,25805.02,115.6
tabu,319,27467.1,115.2
tabu,320,29569.32,115.4
tabu,321,27952.059999999998,116.3
tabu,322,35379.009999999995,115.4
tabu,323,29240.82,117.7
tabu,324,28090.340000000004,117.3
tabu,325,27077.52,117.8
tabu,326,28040.93,117.0
tabu,327,27903.65,115.8
tabu,328,28431.25,118.5
tabu,329,28289.07,119.4
tabu,330,32252.15,117.9
tabu,331,31375.890000000003,118.3
tabu,332,31158.859999999997,119.9
tabu,333,36227.54,118.2
tabu,334,33172.490000000005,119.6
tabu,335,29522.640000000003,120.3
tabu,336,29740.35,120.8
tabu,337,35963.39,121.4
tabu,338,34918.479999999996,121.5
tabu,339,33067.95,121.6
tabu,340,32392.9,122.8
tabu,341,31542.879999999997,121.8
tabu,342,30710.27,123.4
tabu,343,36510.78,121.8
tabu,344,37655.22,123.3
tabu,345,35418.36,122.6
tabu,346,35696.85,122.7
tabu,347,32217.420000000002,125.0
tabu,348,32779.159999999996,124.0
tabu,349,36464.47,125.3
tabu,350,36391.14,124.6
tabu,351,34602.71,125.2
tabu,352,34043.38,125.3
tabu,353,34161.67,126.4
tabu,354,34486.38,124.8
tabu,355,36242.32,127.4
tabu,356,33685.71,128.4
tabu,357,36679.19,127.1
tabu,358,33549.36,128.3
tabu,359,35005.96,127.3
tabu,360,34366.93,127.7
tabu,361,37467.43,128.0
tabu,362,38856.68,129.4
tabu,363,37626.29,129.7
tabu,364,36981.87,128.8
tabu,365,41055.5,130.5
tabu,366,45932.82,130.4
tabu,367,37741.61,129.9
tabu,368,36750.479999999996,131.1
tabu,369,39473.57,132.5
tabu,370,39600.770000000004,132.1
tabu,371,37895.43,132.5
tabu,372,37633.79,133.6
tabu,373,38328.12,131.5
tabu,374,40965.62,132.6
tabu,375,37306.32,133.5
tabu,376,42372.62,132.8
tabu,377,42807.57,134.0
tabu,378,45056.86,133.4
tabu,379,45129.37,133.5
tabu,380,40371.06,135.0
tabu,381,37790.060000000005,135.2
tabu,382,37505.590000000004,135.4
tabu,383,37736.229999999996,133.9
tabu,384,37580.64,136.1
tabu,385,39535.520000000004,137.1
