nb_nodes,seed,algo,time
38,7,branch_bound,8.4769
38,8,branch_bound,9.4182
38,9,branch_bound,21.4871
39,0,branch_bound,6.6699
39,1,branch_bound,6.8154
39,2,branch_bound,7.2806
39,3,branch_bound,12.6226
39,4,branch_bound,16.7471
39,5,branch_bound,55.4878
39,6,branch_bound,14.0441
39,7,branch_bound,6.017
39,8,branch_bound,10.9303
39,9,branch_bound,11.415
40,0,branch_bound,5.6411
40,1,branch_bound,8.2253
40,2,branch_bound,84.3033
40,3,branch_bound,13.299
40,4,branch_bound,6.6551
40,5,branch_bound,5.6324
40,6,branch_bound,16.1638
40,7,branch_bound,6.4067
40,8,branch_bound,11.3033
40,9,branch_bound,16.2296
41,0,branch_bound,117.028
41,1,branch_bound,12.6996
41,2,branch_bound,5.6473
41,3,branch_bound,30.7188
41,4,branch_bound,7.5904
41,5,branch_bound,17.3058
41,6,branch_bound,7.734
41,7,branch_bound,5.8701
41,8,branch_bound,10.0994
41,9,branch_bound,8.8435
42,0,branch_bound,10.9041
42,1,branch_bound,12.2962
42,2,branch_bound,7.2576
42,3,branch_bound,7.4629
42,4,branch_bound,3.5427
42,5,branch_bound,8.0853
42,6,branch_bound,37.2849
42,7,branch_bound,20.4868
42,8,branch_bound,2.6968
42,9,branch_bound,410.082
43,0,branch_bound,29.4489
43,1,branch_bound,19.9524
43,2,branch_bound,19.3111
43,3,branch_bound,24.6118
43,4,branch_bound,24.7428
43,5,branch_bound,33.9278
43,6,branch_bound,14.4807
43,7,branch_bound,21.7124
43,8,branch_bound,5.8759
43,9,branch_bound,57.343
44,0,branch_bound,42.396
44,1,branch_bound,60.5182
44,2,branch_bound,186.536
44,3,branch_bound,167.577
44,4,branch_bound,63.5445
44,5,branch_bound,12.4602
44,6,branch_bound,6.3986
44,7,branch_bound,67.8763
44,8,branch_bound,54.1199
44,9,branch_bound,7.6189
45,0,branch_bound,81.4462
45,1,branch_bound,88.8648
45,2,branch_bound,21.3044
45,3,branch_bound,50.433
45,4,branch_bound,6.6551
45,5,branch_bound,24.6137
45,6,branch_bound,12.7809
45,7,branch_bound,22.6571
45,8,branch_bound,50.4401
45,9,branch_bound,95.7067
46,0,branch_bound,31.6973
46,1,branch_bound,102.584
46,2,branch_bound,177.762
46,3,branch_bound,30.1473
46,4,branch_bound,39.2783
46,5,branch_bound,151.804
46,6,branch_bound,11.7386
46,7,branch_bound,144.679
46,8,branch_bound,46.2144
46,9,branch_bound,50.9156
47,0,branch_bound,5.1637
47,1,branch_bound,371.138
47,2,branch_bound,10.6067
47,3,branch_bound,27.4358
47,4,branch_bound,52.6798
47,5,branch_bound,49.1636
47,6,branch_bound,107.277
47,7,branch_bound,8.6533
47,8,branch_bound,20.7829
47,9,branch_bound,39.2365
48,0,branch_bound,6.5935
48,1,branch_bound,42.0048
48,2,branch_bound,152.824
48,3,branch_bound,173.637
48,4,branch_bound,115.949
48,5,branch_bound,118.45
48,6,branch_bound,344.567
48,7,branch_bound,54.9797
48,8,branch_bound,566.733
48,9,branch_bound,63.931
49,0,branch_bound,44.1677
49,1,branch_bound,333.239
49,2,branch_bound,104.422
49,3,branch_bound,23.6274
49,4,branch_bound,17.1715
49,5,branch_bound,653.929
49,6,branch_bound,159.176
49,7,branch_bound,74.0987
49,8,branch_bound,123.031
49,9,branch_bound,1594.5
50,0,branch_bound,24.0467
50,1,branch_bound,531.003
50,2,branch_bound,29.843
50,3,branch_bound,21.643
50,4,branch_bound,115.608
50,5,branch_bound,1978.41
50,6,branch_bound,106.215
50,7,branch_bound,22.2377
50,8,branch_bound,88.9567
50,9,branch_bound,445.771
51,0,branch_bound,73.537
51,1,branch_bound,323.458
51,2,branch_bound,5759.33
51,3,branch_bound,52.9881
51,4,branch_bound,121.966
51,5,branch_bound,187.134
51,6,branch_bound,69.9481
51,7,branch_bound,92.5493
51,8,branch_bound,150.363
51,9,branch_bound,246.782
52,0,branch_bound,146.844
52,1,branch_bound,3155.74
52,2,branch_bound,486.49
52,3,branch_bound,352.64
52,4,branch_bound,57.9217
52,5,branch_bound,81.9068
52,6,branch_bound,717.586
52,7,branch_bound,39.5217
52,8,branch_bound,391.933
52,9,branch_bound,3860.4
53,0,branch_bound,97.1433
53,1,branch_bound,2375.06
53,2,branch_bound,545.586
53,3,branch_bound,142.065
53,4,branch_bound,621.442
53,5,branch_bound,231.894
53,6,branch_bound,250.616
53,7,branch_bound,117.946
53,8,branch_bound,790.854
53,9,branch_bound,4411.7
54,0,branch_bound,1048.16
54,1,branch_bound,481.098
54,2,branch_bound,417.203
54,3,branch_bound,120.26
54,4,branch_bound,576.828
54,5,branch_bound,955.26
54,6,branch_bound,2959.63
54,7,branch_bound,1276.37
54,8,branch_bound,81.9391
54,9,branch_bound,1977.46
55,0,branch_bound,252.631
55,1,branch_bound,73.0662
55,2,branch_bound,4594.02
55,3,branch_bound,88.16
55,4,branch_bound,2204.97
55,5,branch_bound,1065.37
55,6,branch_bound,8392.51
55,7,branch_bound,370.181
55,8,branch_bound,398.303
55,9,branch_bound,16938.5
56,0,branch_bound,256.094
56,1,branch_bound,58.3545
56,2,branch_bound,1155.41
56,3,branch_bound,4269.42
56,4,branch_bound,22.9119
56,5,branch_bound,116.008
56,6,branch_bound,1828.43
56,7,branch_bound,10292.5
56,8,branch_bound,766.199
56,9,branch_bound,4002.0
57,0,branch_bound,382.717
57,1,branch_bound,2087.78
57,2,branch_bound,833.478
57,3,branch_bound,4879.24
57,4,branch_bound,7607.56
57,5,branch_bound,1214.7
57,6,branch_bound,2205.68
57,7,branch_bound,71.382
57,8,branch_bound,853.613
57,9,branch_bound,334.301
58,0,branch_bound,383.001
58,1,branch_bound,256.771
58,2,branch_bound,296.285
58,3,branch_bound,1281.41
58,4,branch_bound,4999.89
58,5,branch_bound,579.908
58,6,branch_bound,1478.32
58,7,branch_bound,290.846
58,8,branch_bound,953.696
58,9,branch_bound,6368.26
59,0,branch_bound,2525.29
59,1,branch_bound,830.984
59,2,branch_bound,139214.0
59,3,branch_bound,665.232
59,4,branch_bound,1566.13
59,5,branch_bound,4549.55
59,6,branch_bound,683.274
59,7,branch_bound,1011.81
59,8,branch_bound,733.846
59,9,branch_bound,765.081
60,0,branch_bound,2132.98
60,1,branch_bound,2718.93
60,2,branch_bound,3995.23
60,3,branch_bound,2427.35
60,4,branch_bound,90.1753
60,5,branch_bound,6741.91
60,6,branch_bound,19305.0
60,7,branch_bound,7103.02
60,8,branch_bound,10002.0
60,9,branch_bound,884.834
61,0,branch_bound,9689.69
61,1,branch_bound,243.416
61,2,branch_bound,1368.15
61,3,branch_bound,1721.58
61,4,branch_bound,66.4974
61,5,branch_bound,1988.04
61,6,branch_bound,2050.83
61,7,branch_bound,1978.8
61,8,branch_bound,32561.0
61,9,branch_bound,3741.81
62,0,branch_bound,9645.66
62,1,branch_bound,28506.8
62,2,branch_bound,23545.9
62,3,branch_bound,32936.5
62,4,branch_bound,3779.36
62,5,branch_bound,1966.12
62,6,branch_bound,8942.68
62,7,branch_bound,2787.22
62,8,branch_bound,38760.2
62,9,branch_bound,56968.8
63,0,branch_bound,44467.9
63,1,branch_bound,369.157
63,2,branch_bound,2002.31
63,3,branch_bound,1574.87
63,4,branch_bound,1776.59
63,5,branch_bound,5665.99
63,6,branch_bound,12302.7
63,7,branch_bound,3066.07
63,8,branch_bound,9434.32
63,9,branch_bound,1162.09
64,0,branch_bound,6852.91
64,1,branch_bound,1545.94
64,2,branch_bound,6880.95
64,3,branch_bound,61363.9
64,4,branch_bound,1412.82
64,5,branch_bound,3099.38
64,6,branch_bound,2688.94
64,7,branch_bound,54.2818
64,8,branch_bound,90074.4
64,9,branch_bound,4669.8
65,0,branch_bound,2491.53
65,1,branch_bound,3501.7
65,2,branch_bound,4329.21
65,3,branch_bound,902.105
65,4,branch_bound,2241.53
65,5,branch_bound,145913.0
65,6,branch_bound,3240.55
65,7,branch_bound,2947.31
65,8,branch_bound,1887.36
65,9,branch_bound,6389.36
66,0,branch_bound,8291.25
66,1,branch_bound,13815.6
66,2,branch_bound,12816.3
66,3,branch_bound,697.94
66,4,branch_bound,19382.5
66,5,branch_bound,3545.29
66,6,branch_bound,87.5396
66,7,branch_bound,1215.9
66,8,branch_bound,55123.0
66,9,branch_bound,68677.4
67,0,branch_bound,5550.23
67,1,branch_bound,4184.81
67,2,branch_bound,13178.3
67,3,branch_bound,2356.33
67,4,branch_bound,116738.0
67,5,branch_bound,21758.8
67,6,branch_bound,6550.2
67,7,branch_bound,4483.46
67,8,branch_bound,1639.84
67,9,branch_bound,15603.8
68,0,branch_bound,1896.71
68,1,branch_bound,1811.33
68,2,branch_bound,18582.3
68,3,branch_bound,72067.4
68,4,branch_bound,20216.8
68,5,branch_bound,116497.0
68,6,branch_bound,25850.1
68,7,branch_bound,114861.0
68,8,branch_bound,6687.62
68,9,branch_bound,53473.4
69,0,branch_bound,199554.0
69,1,branch_bound,14806.5
69,2,branch_bound,17142.2
69,3,branch_bound,427718.0
69,4,branch_bound,30097.0
69,5,branch_bound,43354.3
69,6,branch_bound,13727.0
69,7,branch_bound,14919.7
69,8,branch_bound,27154.6
69,9,branch_bound,3361080.0
70,0,branch_bound,48522.7
70,1,branch_bound,62903.8
70,2,branch_bound,5166.76
70,3,branch_bound,1172620.0
70,4,branch_bound,161513.0
70,5,branch_bound,208589.0
