nb_nodes,seed,algo,time
326,4,glouton,58.0085
326,5,glouton,53.0549
326,6,glouton,56.8924
326,7,glouton,53.855
326,8,glouton,53.9638
326,9,glouton,55.4778
327,0,glouton,53.6388
327,1,glouton,54.3629
327,2,glouton,54.2585
327,3,glouton,53.3026
327,4,glouton,54.5003
327,5,glouton,53.0602
327,6,glouton,55.0714
327,7,glouton,52.9366
327,8,glouton,54.2951
327,9,glouton,54.8772
328,0,glouton,55.7888
328,1,glouton,60.7358
328,2,glouton,57.3302
328,3,glouton,56.2468
328,4,glouton,54.2702
328,5,glouton,55.5594
328,6,glouton,56.1377
328,7,glouton,56.4378
328,8,glouton,58.3412
328,9,glouton,54.9457
329,0,glouton,61.0883
329,1,glouton,60.4135
329,2,glouton,55.2635
329,3,glouton,62.1398
329,4,glouton,57.0798
329,5,glouton,60.835
329,6,glouton,55.7953
329,7,glouton,57.5167
329,8,glouton,55.0549
329,9,glouton,55.1909
330,0,glouton,60.6509
330,1,glouton,57.1564
330,2,glouton,77.9703
330,3,glouton,66.5411
330,4,glouton,59.0482
330,5,glouton,57.3523
330,6,glouton,60.9294
330,7,glouton,56.6428
330,8,glouton,57.7243
330,9,glouton,56.3003
331,0,glouton,70.1936
331,1,glouton,54.6737
331,2,glouton,55.6699
331,3,glouton,59.7696
331,4,glouton,56.8199
331,5,glouton,53.3355
331,6,glouton,58.3174
331,7,glouton,55.7048
331,8,glouton,57.0119
331,9,glouton,56.6681
332,0,glouton,57.9404
332,1,glouton,54.3946
332,2,glouton,54.3723
332,3,glouton,57.6287
332,4,glouton,59.3815
332,5,glouton,57.6376
332,6,glouton,56.7195
332,7,glouton,60.0057
332,8,glouton,56.9087
332,9,glouton,57.7386
333,0,glouton,68.0682
333,1,glouton,59.5428
333,2,glouton,67.8133
333,3,glouton,62.693
333,4,glouton,60.5403
333,5,glouton,69.6837
333,6,glouton,57.3392
333,7,glouton,56.662
333,8,glouton,58.44
333,9,glouton,63.4262
334,0,glouton,63.1473
334,1,glouton,57.6787
334,2,glouton,59.2537
334,3,glouton,57.3827
334,4,glouton,57.1548
334,5,glouton,55.7
334,6,glouton,72.211
334,7,glouton,56.4226
334,8,glouton,55.9247
334,9,glouton,58.9906
335,0,glouton,60.0285
335,1,glouton,55.5209
335,2,glouton,61.9286
335,3,glouton,61.3054
335,4,glouton,72.5266
335,5,glouton,59.1625
335,6,glouton,66.8383
335,7,glouton,60.9448
335,8,glouton,61.733
335,9,glouton,61.529
336,0,glouton,62.1306
336,1,glouton,61.954
336,2,glouton,73.1484
336,3,glouton,64.7945
336,4,glouton,58.2037
336,5,glouton,72.8388
336,6,glouton,68.7656
336,7,glouton,67.6202
336,8,glouton,59.0386
336,9,glouton,63.3604
337,0,glouton,59.3961
337,1,glouton,68.3839
337,2,glouton,66.5551
337,3,glouton,62.4619
337,4,glouton,60.2348
337,5,glouton,61.8302
337,6,glouton,64.3917
337,7,glouton,64.1417
337,8,glouton,62.8584
337,9,glouton,61.6683
338,0,glouton,69.2469
338,1,glouton,67.3585
338,2,glouton,65.5036
338,3,glouton,72.565
338,4,glouton,63.9734
338,5,glouton,62.6172
338,6,glouton,66.094
338,7,glouton,67.9914
338,8,glouton,58.545
338,9,glouton,57.903
339,0,glouton,62.2366
339,1,glouton,60.2305
339,2,glouton,59.9873
339,3,glouton,61.3988
339,4,glouton,57.6164
339,5,glouton,71.8359
339,6,glouton,58.0355
339,7,glouton,62.5511
339,8,glouton,69.9444
339,9,glouton,57.8815
340,0,glouton,59.5332
340,1,glouton,58.7043
340,2,glouton,60.9402
340,3,glouton,72.5302
340,4,glouton,60.9473
340,5,glouton,67.6653
340,6,glouton,63.9711
340,7,glouton,64.5017
340,8,glouton,75.1702
340,9,glouton,64.509
341,0,glouton,67.4025
341,1,glouton,61.1343
341,2,glouton,60.0859
341,3,glouton,78.0426
341,4,glouton,60.9545
341,5,glouton,61.0786
341,6,glouton,60.9804
341,7,glouton,60.0211
341,8,glouton,73.154
341,9,glouton,61.1422
342,0,glouton,63.7658
342,1,glouton,58.8592
342,2,glouton,66.8063
342,3,glouton,67.3418
342,4,glouton,61.844
342,5,glouton,58.4447
342,6,glouton,58.8848
342,7,glouton,65.9901
342,8,glouton,59.5631
342,9,glouton,59.587
343,0,glouton,62.4571
343,1,glouton,66.9801
343,2,glouton,60.5296
343,3,glouton,65.4875
343,4,glouton,62.6087
343,5,glouton,59.7726
343,6,glouton,58.2742
343,7,glouton,60.0267
343,8,glouton,74.3202
343,9,glouton,59.9264
344,0,glouton,63.1192
344,1,glouton,60.9431
344,2,glouton,58.6273
344,3,glouton,60.5105
344,4,glouton,59.6792
344,5,glouton,71.9735
344,6,glouton,61.1445
344,7,glouton,59.102
344,8,glouton,59.8147
344,9,glouton,59.0603
345,0,glouton,63.8944
345,1,glouton,59.6906
345,2,glouton,60.1542
345,3,glouton,63.2247
345,4,glouton,59.8024
345,5,glouton,59.2311
345,6,glouton,59.4954
345,7,glouton,61.4932
345,8,glouton,76.4693
345,9,glouton,67.1221
346,0,glouton,66.5671
346,1,glouton,68.9323
346,2,glouton,64.1635
346,3,glouton,81.438
346,4,glouton,73.6042
346,5,glouton,64.1482
346,6,glouton,67.6452
346,7,glouton,62.6513
346,8,glouton,65.7582
346,9,glouton,62.3663
347,0,glouton,67.2491
347,1,glouton,68.6597
347,2,glouton,76.507
347,3,glouton,64.2729
347,4,glouton,72.866
347,5,glouton,60.8631
347,6,glouton,71.4341
347,7,glouton,70.3601
347,8,glouton,73.2137
347,9,glouton,78.1652
348,0,glouton,75.9401
348,1,glouton,66.5151
348,2,glouton,72.6088
348,3,glouton,66.4459
348,4,glouton,65.8236
348,5,glouton,77.6594
348,6,glouton,70.3788
348,7,glouton,65.9864
348,8,glouton,62.163
348,9,glouton,62.7159
349,0,glouton,65.3463
349,1,glouton,65.4204
349,2,glouton,63.944
349,3,glouton,61.0898
349,4,glouton,68.0476
349,5,glouton,73.5661
349,6,glouton,68.1272
349,7,glouton,70.4563
349,8,glouton,72.3441
349,9,glouton,64.9905
350,0,glouton,65.6863
350,1,glouton,63.9781
350,2,glouton,66.7169
350,3,glouton,70.5283
350,4,glouton,67.2751
350,5,glouton,64.1342
350,6,glouton,67.1165
350,7,glouton,64.3307
350,8,glouton,76.2485
350,9,glouton,72.5545
351,0,glouton,63.5863
351,1,glouton,65.8673
351,2,glouton,65.7354
351,3,glouton,65.6112
351,4,glouton,72.5017
351,5,glouton,74.6373
351,6,glouton,67.3018
351,7,glouton,69.3065
351,8,glouton,75.4406
351,9,glouton,79.257
352,0,glouton,66.887
352,1,glouton,72.4677
352,2,glouton,65.5547
352,3,glouton,72.9592
352,4,glouton,71.9916
352,5,glouton,65.9713
352,6,glouton,67.1372
352,7,glouton,72.0792
352,8,glouton,67.4346
352,9,glouton,69.0741
353,0,glouton,75.7324
353,1,glouton,80.583
353,2,glouton,82.6949
353,3,glouton,66.3158
353,4,glouton,64.5908
353,5,glouton,64.5776
353,6,glouton,76.5505
353,7,glouton,95.4754
353,8,glouton,77.9172
353,9,glouton,82.2695
354,0,glouton,74.568
354,1,glouton,84.9001
354,2,glouton,78.0282
354,3,glouton,67.3023
354,4,glouton,64.7145
354,5,glouton,68.49
354,6,glouton,67.0632
354,7,glouton,68.6237
354,8,glouton,66.7252
354,9,glouton,74.6011
355,0,glouton,69.5379
355,1,glouton,69.5335
355,2,glouton,97.7041
355,3,glouton,68.0846
355,4,glouton,70.5506
355,5,glouton,62.9371
355,6,glouton,64.0671
355,7,glouton,61.1686
355,8,glouton,65.8185
355,9,glouton,65.9327
356,0,glouton,70.3508
356,1,glouton,78.457
356,2,glouton,72.8544
356,3,glouton,65.9075
356,4,glouton,63.2676
356,5,glouton,67.1342
356,6,glouton,73.3986
356,7,glouton,65.3593
356,8,glouton,75.4044
356,9,glouton,67.0855
357,0,glouton,66.9522
357,1,glouton,71.6245
357,2,glouton,68.9306
357,3,glouton,67.7817
357,4,glouton,77.8545
357,5,glouton,78.7944
357,6,glouton,63.2642
357,7,glouton,69.4318
357,8,glouton,75.2165
357,9,glouton,67.5735
358,0,glouton,70.3833
358,1,glouton,67.5941
358,2,glouton,79.4643
358,3,glouton,74.2511
358,4,glouton,68.4538
358,5,glouton,68.48
358,6,glouton,71.1256
358,7,glouton,70.4024
358,8,glouton,71.4094
358,9,glouton,70.045
359,0,glouton,84.0572
359,1,glouton,73.962
359,2,glouton,67.994
359,3,glouton,69.6818
359,4,glouton,67.04
359,5,glouton,73.0715
359,6,glouton,70.2457
359,7,glouton,73.8883
359,8,glouton,76.3573
359,9,glouton,71.1964
360,0,glouton,71.4801
360,1,glouton,69.5249
360,2,glouton,71.8702
360,3,glouton,77.1756
360,4,glouton,69.2038
360,5,glouton,76.8048
360,6,glouton,68.9553
360,7,glouton,74.6362
360,8,glouton,71.2576
360,9,glouton,76.4175
361,0,glouton,69.2502
361,1,glouton,71.6588
361,2,glouton,69.4333
361,3,glouton,65.6784
361,4,glouton,69.5755
361,5,glouton,78.1294
361,6,glouton,78.3292
361,7,glouton,105.337
361,8,glouton,92.5666
361,9,glouton,69.2428
362,0,glouton,81.2917
362,1,glouton,79.4456
362,2,glouton,77.9329
362,3,glouton,65.9863
362,4,glouton,65.6863
362,5,glouton,67.4319
362,6,glouton,74.9674
362,7,glouton,77.5876
362,8,glouton,66.9327
362,9,glouton,67.4499
363,0,glouton,67.5939
363,1,glouton,66.7578
363,2,glouton,69.6432
363,3,glouton,67.1558
363,4,glouton,78.8079
363,5,glouton,67.0916
363,6,glouton,65.7204
363,7,glouton,67.4743
363,8,glouton,66.2225
363,9,glouton,70.0471
364,0,glouton,91.5144
364,1,glouton,79.6455
364,2,glouton,73.6622
364,3,glouton,73.2801
364,4,glouton,68.6528
364,5,glouton,69.5002
364,6,glouton,65.8033
364,7,glouton,75.49
364,8,glouton,69.6342
364,9,glouton,65.0752
365,0,glouton,70.3096
365,1,glouton,70.7375
365,2,glouton,68.3652
365,3,glouton,76.0913
365,4,glouton,74.7798
365,5,glouton,72.0959
365,6,glouton,94.8172
365,7,glouton,74.7328
365,8,glouton,73.8872
365,9,glouton,81.9895
366,0,glouton,78.5098
366,1,glouton,76.2542
366,2,glouton,79.8991
366,3,glouton,71.6589
366,4,glouton,73.7937
366,5,glouton,69.5936
366,6,glouton,66.6957
366,7,glouton,75.0083
366,8,glouton,70.0292
366,9,glouton,73.1061
367,0,glouton,69.4681
367,1,glouton,72.2552
367,2,glouton,71.7504
367,3,glouton,67.9976
367,4,glouton,79.5607
367,5,glouton,70.4927
367,6,glouton,72.1447
367,7,glouton,83.3994
367,8,glouton,71.5894
367,9,glouton,68.1375
368,0,glouton,68.079
368,1,glouton,72.3481
368,2,glouton,68.9492
368,3,glouton,76.0266
368,4,glouton,72.1531
368,5,glouton,73.493
368,6,glouton,82.0329
368,7,glouton,67.1476
368,8,glouton,69.5889
368,9,glouton,66.8017
369,0,glouton,78.6912
369,1,glouton,68.2556
369,2,glouton,72.0112
369,3,glouton,72.7711
369,4,glouton,70.3634
369,5,glouton,71.9354
369,6,glouton,74.194
369,7,glouton,71.7845
369,8,glouton,71.9466
369,9,glouton,77.375
370,0,glouton,72.8598
370,1,glouton,69.2543
370,2,glouton,82.404
370,3,glouton,68.47
370,4,glouton,71.3318
370,5,glouton,68.4542
370,6,glouton,72.5523
370,7,glouton,71.4917
370,8,glouton,76.552
370,9,glouton,73.0504
371,0,glouton,69.6707
371,1,glouton,85.5934
371,2,glouton,72.711
371,3,glouton,71.7193
371,4,glouton,70.8309
371,5,glouton,76.3608
371,6,glouton,73.3594
371,7,glouton,68.9283
371,8,glouton,74.3024
371,9,glouton,73.1326
372,0,glouton,82.3423
372,1,glouton,75.5934
372,2,glouton,71.9775
372,3,glouton,76.1742
372,4,glouton,90.0775
372,5,glouton,72.1673
372,6,glouton,77.1138
372,7,glouton,78.2644
372,8,glouton,90.7721
372,9,glouton,76.4495
373,0,glouton,73.8176
373,1,glouton,74.7191
373,2,glouton,72.1682
373,3,glouton,82.7067
373,4,glouton,71.0692
373,5,glouton,72.157
373,6,glouton,72.2818
373,7,glouton,73.264
373,8,glouton,76.4714
373,9,glouton,79.7412
374,0,glouton,81.8202
374,1,glouton,85.8092
374,2,glouton,76.8634
374,3,glouton,73.2309
374,4,glouton,81.2631
374,5,glouton,79.5549
374,6,glouton,76.4213
374,7,glouton,81.6428
374,8,glouton,89.4939
374,9,glouton,83.0621
375,0,glouton,83.156
375,1,glouton,93.2981
375,2,glouton,81.4567
375,3,glouton,81.8847
375,4,glouton,83.9261
375,5,glouton,74.886
375,6,glouton,76.382
375,7,glouton,87.1475
375,8,glouton,86.9515
375,9,glouton,88.8421
376,0,glouton,76.4656
376,1,glouton,83.7947
376,2,glouton,86.3637
376,3,glouton,80.0216
376,4,glouton,76.0011
376,5,glouton,74.9954
376,6,glouton,75.742
376,7,glouton,80.4241
376,8,glouton,76.3457
376,9,glouton,74.0124
377,0,glouton,85.8719
377,1,glouton,76.2126
377,2,glouton,77.6785
377,3,glouton,75.2212
377,4,glouton,85.6228
377,5,glouton,76.7708
377,6,glouton,77.9163
377,7,glouton,74.9921
377,8,glouton,86.8429
377,9,glouton,74.8731
378,0,glouton,83.2502
378,1,glouton,78.3038
378,2,glouton,77.8191
378,3,glouton,75.0837
378,4,glouton,76.3846
378,5,glouton,78.4288
378,6,glouton,79.978
378,7,glouton,88.5648
378,8,glouton,76.3095
378,9,glouton,78.0748
379,0,glouton,82.0423
379,1,glouton,79.5476
379,2,glouton,75.4864
379,3,glouton,79.9906
379,4,glouton,84.0657
379,5,glouton,80.7831
379,6,glouton,87.7949
379,7,glouton,83.7731
379,8,glouton,77.0267
379,9,glouton,80.975
380,0,glouton,80.9682
380,1,glouton,79.2452
380,2,glouton,82.8436
380,3,glouton,81.8451
380,4,glouton,75.1107
380,5,glouton,87.1056
380,6,glouton,79.0321
380,7,glouton,97.3658
380,8,glouton,83.1284
380,9,glouton,87.1336
381,0,glouton,77.9725
381,1,glouton,81.5882
381,2,glouton,82.1089
381,3,glouton,80.9294
381,4,glouton,79.5976
381,5,glouton,105.117
381,6,glouton,79.3197
381,7,glouton,85.2509
381,8,glouton,79.0908
381,9,glouton,81.8077
382,0,glouton,83.1907
382,1,glouton,77.845
382,2,glouton,77.4544
382,3,glouton,77.3444
382,4,glouton,76.7851
382,5,glouton,78.0204
382,6,glouton,78.5283
382,7,glouton,76.792
382,8,glouton,77.8555
382,9,glouton,81.759
383,0,glouton,79.5957
383,1,glouton,90.2712
383,2,glouton,80.4934
383,3,glouton,90.8015
383,4,glouton,81.4572
383,5,glouton,81.6767
383,6,glouton,77.7506
383,7,glouton,86.5522
383,8,glouton,78.3684
383,9,glouton,82.4075
384,0,glouton,85.8499
384,1,glouton,81.621
384,2,glouton,74.2901
384,3,glouton,88.262
384,4,glouton,74.1029
384,5,glouton,75.6183
384,6,glouton,81.3872
384,7,glouton,82.94
384,8,glouton,85.9457
384,9,glouton,84.6552
385,0,glouton,77.1532
385,1,glouton,79.512
385,2,glouton,84.9735
385,3,glouton,78.6531
385,4,glouton,87.8266
385,5,glouton,103.099
385,6,glouton,89.924
385,7,glouton,89.7213
385,8,glouton,87.1042
385,9,glouton,79.7152
386,0,glouton,86.5383
386,1,glouton,79.6947
386,2,glouton,85.7312
386,3,glouton,83.0705
386,4,glouton,77.3121
386,5,glouton,83.7248
386,6,glouton,81.7364
386,7,glouton,87.6579
386,8,glouton,81.6097
386,9,glouton,78.9546
387,0,glouton,82.5845
387,1,glouton,80.6261
387,2,glouton,80.8849
387,3,glouton,79.4303
387,4,glouton,84.9572
387,5,glouton,90.3247
387,6,glouton,84.4492
387,7,glouton,88.4915
387,8,glouton,83.9054
387,9,glouton,111.882
388,0,glouton,95.0424
388,1,glouton,84.0433
388,2,glouton,77.3866
388,3,glouton,81.6725
388,4,glouton,87.2101
388,5,glouton,84.9222
388,6,glouton,79.9224
388,7,glouton,83.9321
388,8,glouton,82.4857
388,9,glouton,87.7815
389,0,glouton,87.8388
389,1,glouton,91.3484
389,2,glouton,87.482
389,3,glouton,81.7347
389,4,glouton,89.679
389,5,glouton,97.8657
389,6,glouton,86.575
389,7,glouton,88.7265
389,8,glouton,91.0858
389,9,glouton,85.5964
390,0,glouton,103.602
390,1,glouton,90.8002
390,2,glouton,80.9965
390,3,glouton,78.944
390,4,glouton,82.8156
390,5,glouton,83.1868
390,6,glouton,104.451
390,7,glouton,94.9624
390,8,glouton,96.2503
390,9,glouton,80.1431
391,0,glouton,81.8956
391,1,glouton,82.7264
391,2,glouton,80.8932
391,3,glouton,86.1871
391,4,glouton,82.8718
391,5,glouton,79.751
391,6,glouton,81.4854
391,7,glouton,77.6524
391,8,glouton,82.61
391,9,glouton,81.0783
392,0,glouton,83.399
392,1,glouton,83.0948
392,2,glouton,82.5687
392,3,glouton,81.0295
392,4,glouton,82.8836
392,5,glouton,78.6738
392,6,glouton,80.2928
392,7,glouton,83.9068
392,8,glouton,88.1309
392,9,glouton,93.3216
393,0,glouton,85.5243
393,1,glouton,79.4726
393,2,glouton,85.7518
393,3,glouton,85.6394
393,4,glouton,83.0677
393,5,glouton,85.2233
393,6,glouton,95.2034
393,7,glouton,92.3031
393,8,glouton,82.4233
393,9,glouton,83.994
394,0,glouton,80.887
394,1,glouton,85.7516
394,2,glouton,85.3465
394,3,glouton,86.1077
394,4,glouton,78.0152
394,5,glouton,136.469
394,6,glouton,92.669
394,7,glouton,85.1125
394,8,glouton,91.0679
394,9,glouton,102.331
395,0,glouton,102.527
395,1,glouton,90.8774
395,2,glouton,86.0925
395,3,glouton,82.9882
395,4,glouton,83.3195
395,5,glouton,81.6351
395,6,glouton,89.0997
395,7,glouton,80.2222
395,8,glouton,80.542
395,9,glouton,81.235
396,0,glouton,81.2118
396,1,glouton,83.8209
396,2,glouton,87.13
396,3,glouton,81.2941
396,4,glouton,80.5466
396,5,glouton,91.0113
396,6,glouton,90.8149
396,7,glouton,84.3443
396,8,glouton,97.3177
396,9,glouton,93.9661
397,0,glouton,91.2226
397,1,glouton,87.2368
397,2,glouton,94.685
397,3,glouton,89.8313
397,4,glouton,91.2375
397,5,glouton,90.3873
397,6,glouton,84.4432
397,7,glouton,82.0807
397,8,glouton,80.8885
397,9,glouton,90.0018
398,0,glouton,87.2996
398,1,glouton,93.6579
398,2,glouton,82.9812
398,3,glouton,82.4384
398,4,glouton,82.9035
398,5,glouton,94.0373
398,6,glouton,92.1277
398,7,glouton,123.965
398,8,glouton,102.601
398,9,glouton,83.1446
399,0,glouton,99.4053
399,1,glouton,88.2521
399,2,glouton,95.9994
399,3,glouton,88.2067
399,4,glouton,88.6538
399,5,glouton,93.5203
399,6,glouton,87.7471
399,7,glouton,82.8706
399,8,glouton,85.6045
399,9,glouton,87.1949
400,0,glouton,82.8133
400,1,glouton,93.2861
400,2,glouton,82.9151
400,3,glouton,91.2135
400,4,glouton,85.6184
400,5,glouton,91.574
400,6,glouton,85.2659
400,7,glouton,85.8858
400,8,glouton,82.2591
400,9,glouton,94.3301
401,0,glouton,82.7861
401,1,glouton,88.8308
401,2,glouton,82.0305
401,3,glouton,84.6359
401,4,glouton,91.5059
401,5,glouton,101.519
401,6,glouton,90.8228
401,7,glouton,84.5636
401,8,glouton,94.3577
401,9,glouton,85.7549
402,0,glouton,90.4669
402,1,glouton,82.6867
402,2,glouton,82.8556
402,3,glouton,90.625
402,4,glouton,89.1937
402,5,glouton,100.711
402,6,glouton,95.3804
402,7,glouton,101.239
402,8,glouton,105.315
402,9,glouton,103.805
403,0,glouton,94.8263
403,1,glouton,91.4947
403,2,glouton,113.469
403,3,glouton,97.8693
403,4,glouton,94.0841
403,5,glouton,88.8953
403,6,glouton,87.1737
403,7,glouton,89.5145
403,8,glouton,114.738
403,9,glouton,87.0777
404,0,glouton,101.673
404,1,glouton,90.3069
404,2,glouton,101.581
404,3,glouton,103.427
404,4,glouton,95.1727
404,5,glouton,94.5835
404,6,glouton,90.1422
404,7,glouton,85.6104
404,8,glouton,84.8576
404,9,glouton,86.9041
405,0,glouton,91.6153
405,1,glouton,87.9739
405,2,glouton,87.5476
405,3,glouton,95.9005
405,4,glouton,89.2707
405,5,glouton,98.8172
405,6,glouton,83.999
405,7,glouton,90.3914
405,8,glouton,88.9782
405,9,glouton,85.7511
406,0,glouton,84.8912
406,1,glouton,87.8914
406,2,glouton,94.0463
406,3,glouton,87.0868
406,4,glouton,87.4216
406,5,glouton,87.1713
406,6,glouton,83.2441
406,7,glouton,85.0601
406,8,glouton,87.0304
406,9,glouton,83.8106
407,0,glouton,102.231
407,1,glouton,84.1935
407,2,glouton,97.5619
407,3,glouton,83.8286
407,4,glouton,88.5357
407,5,glouton,85.4593
407,6,glouton,86.2361
407,7,glouton,92.1464
407,8,glouton,89.2228
407,9,glouton,90.5356
408,0,glouton,104.451
408,1,glouton,91.851
408,2,glouton,89.3469
408,3,glouton,120.796
408,4,glouton,87.5963
408,5,glouton,92.7047
408,6,glouton,86.1094
408,7,glouton,92.0966
408,8,glouton,87.6263
408,9,glouton,96.2585
409,0,glouton,95.7163
409,1,glouton,84.7099
409,2,glouton,85.5492
409,3,glouton,99.226
409,4,glouton,96.3559
409,5,glouton,90.1807
409,6,glouton,104.744
409,7,glouton,86.8267
409,8,glouton,100.668
409,9,glouton,95.2745
410,0,glouton,90.8054
410,1,glouton,92.5542
410,2,glouton,98.4234
410,3,glouton,109.216
410,4,glouton,91.2715
410,5,glouton,87.8631
410,6,glouton,97.8886
410,7,glouton,88.8498
410,8,glouton,92.5988
410,9,glouton,88.9056
411,0,glouton,87.2941
411,1,glouton,87.5122
411,2,glouton,100.725
411,3,glouton,93.0274
411,4,glouton,89.7795
411,5,glouton,87.6432
411,6,glouton,88.7866
411,7,glouton,98.251
411,8,glouton,87.2011
411,9,glouton,87.2493
412,0,glouton,98.1014
412,1,glouton,93.4615
412,2,glouton,87.9601
412,3,glouton,97.2651
412,4,glouton,90.2999
412,5,glouton,89.8112
412,6,glouton,85.1741
412,7,glouton,96.6637
412,8,glouton,91.3472
412,9,glouton,88.0599
413,0,glouton,98.4888
413,1,glouton,92.1522
413,2,glouton,99.6493
413,3,glouton,91.5536
413,4,glouton,97.0342
413,5,glouton,90.7567
413,6,glouton,96.989
413,7,glouton,104.076
413,8,glouton,100.121
413,9,glouton,110.173
414,0,glouton,98.2383
414,1,glouton,99.9185
414,2,glouton,103.327
414,3,glouton,103.138
414,4,glouton,112.858
414,5,glouton,95.8389
414,6,glouton,95.0559
414,7,glouton,100.605
414,8,glouton,92.6044
414,9,glouton,93.3306
415,0,glouton,96.2481
415,1,glouton,133.603
415,2,glouton,112.83
415,3,glouton,95.4215
415,4,glouton,112.855
415,5,glouton,92.6348
415,6,glouton,90.4143
415,7,glouton,93.0017
415,8,glouton,99.0825
415,9,glouton,99.7089
416,0,glouton,113.248
416,1,glouton,109.982
416,2,glouton,105.635
416,3,glouton,98.6306
416,4,glouton,93.984
416,5,glouton,97.4032
416,6,glouton,101.093
416,7,glouton,99.9971
416,8,glouton,106.307
416,9,glouton,100.129
417,0,glouton,93.2635
417,1,glouton,93.5455
417,2,glouton,98.5298
417,3,glouton,116.193
417,4,glouton,100.933
417,5,glouton,93.7152
417,6,glouton,96.2904
417,7,glouton,100.131
417,8,glouton,95.1232
417,9,glouton,92.9944
418,0,glouton,99.6778
418,1,glouton,93.8442
418,2,glouton,93.7225
418,3,glouton,95.4597
418,4,glouton,100.409
418,5,glouton,93.6189
418,6,glouton,93.9407
418,7,glouton,103.236
418,8,glouton,109.419
418,9,glouton,102.594
419,0,glouton,93.5042
419,1,glouton,90.8824
419,2,glouton,107.859
419,3,glouton,105.846
419,4,glouton,129.774
419,5,glouton,97.7775
419,6,glouton,92.1468
419,7,glouton,93.4548
419,8,glouton,92.1934
419,9,glouton,105.546
420,0,glouton,96.1177
420,1,glouton,94.5559
420,2,glouton,93.7673
420,3,glouton,96.0641
420,4,glouton,97.1004
420,5,glouton,90.2604
420,6,glouton,104.228
420,7,glouton,91.7321
420,8,glouton,99.9734
420,9,glouton,90.8849
421,0,glouton,97.5483
421,1,glouton,101.207
421,2,glouton,96.0189
421,3,glouton,103.041
421,4,glouton,100.478
421,5,glouton,95.4246
421,6,glouton,105.338
421,7,glouton,98.4843
421,8,glouton,108.753
421,9,glouton,99.2062
422,0,glouton,99.4562
422,1,glouton,97.6979
422,2,glouton,98.7503
422,3,glouton,106.243
422,4,glouton,97.0834
422,5,glouton,108.189
422,6,glouton,97.3529
422,7,glouton,99.0882
422,8,glouton,96.8472
422,9,glouton,102.749
423,0,glouton,104.9
423,1,glouton,100.69
423,2,glouton,101.883
423,3,glouton,106.742
423,4,glouton,102.665
423,5,glouton,102.715
423,6,glouton,98.129
423,7,glouton,98.8456
423,8,glouton,115.389
423,9,glouton,96.0912
424,0,glouton,100.907
424,1,glouton,100.727
424,2,glouton,96.7984
424,3,glouton,98.224
424,4,glouton,102.916
424,5,glouton,102.819
424,6,glouton,110.592
424,7,glouton,101.243
424,8,glouton,109.678
424,9,glouton,99.058
425,0,glouton,95.1235
425,1,glouton,96.4256
425,2,glouton,94.4859
425,3,glouton,95.4958
425,4,glouton,100.731
425,5,glouton,98.2907
425,6,glouton,99.9799
425,7,glouton,100.656
425,8,glouton,107.459
425,9,glouton,94.9277
426,0,glouton,110.127
426,1,glouton,98.5684
426,2,glouton,94.9401
426,3,glouton,92.5558
426,4,glouton,101.74
426,5,glouton,106.348
426,6,glouton,104.077
426,7,glouton,110.661
426,8,glouton,121.338
426,9,glouton,158.235
427,0,glouton,168.392
427,1,glouton,162.933
427,2,glouton,98.2036
427,3,glouton,100.102
427,4,glouton,109.303
427,5,glouton,98.6516
427,6,glouton,97.3227
427,7,glouton,95.8728
427,8,glouton,96.1056
427,9,glouton,97.5381
428,0,glouton,96.2852
428,1,glouton,106.82
428,2,glouton,104.141
428,3,glouton,101.686
428,4,glouton,102.146
428,5,glouton,102.751
428,6,glouton,102.497
428,7,glouton,132.155
428,8,glouton,103.799
428,9,glouton,107.432
429,0,glouton,117.314
429,1,glouton,122.73
429,2,glouton,135.258
429,3,glouton,167.924
429,4,glouton,130.678
429,5,glouton,140.283
429,6,glouton,175.846
429,7,glouton,125.449
429,8,glouton,128.745
429,9,glouton,148.123
430,0,glouton,111.87
430,1,glouton,132.36
430,2,glouton,154.747
430,3,glouton,126.177
430,4,glouton,101.845
430,5,glouton,100.955
430,6,glouton,96.4493
430,7,glouton,99.0932
430,8,glouton,101.442
430,9,glouton,115.017
431,0,glouton,109.071
431,1,glouton,99.49
431,2,glouton,96.5916
431,3,glouton,98.8133
431,4,glouton,105.662
431,5,glouton,100.813
431,6,glouton,113.317
431,7,glouton,110.65
431,8,glouton,117.832
431,9,glouton,153.748
432,0,glouton,129.109
432,1,glouton,109.365
432,2,glouton,102.03
432,3,glouton,124.874
432,4,glouton,121.34
432,5,glouton,127.3
432,6,glouton,127.186
432,7,glouton,117.337
432,8,glouton,114.146
432,9,glouton,116.24
433,0,glouton,110.539
433,1,glouton,100.016
433,2,glouton,110.666
433,3,glouton,101.838
433,4,glouton,101.421
433,5,glouton,102.419
433,6,glouton,109.606
433,7,glouton,103.243
433,8,glouton,108.692
433,9,glouton,106.397
434,0,glouton,108.825
434,1,glouton,113.942
434,2,glouton,105.263
434,3,glouton,109.226
434,4,glouton,109.931
434,5,glouton,104.513
434,6,glouton,105.013
434,7,glouton,103.403
434,8,glouton,103.651
434,9,glouton,101.78
435,0,glouton,102.479
435,1,glouton,110.269
435,2,glouton,117.792
435,3,glouton,102.477
435,4,glouton,109.414
435,5,glouton,102.618
435,6,glouton,107.869
435,7,glouton,102.948
435,8,glouton,102.665
