nb_nodes,seed,algo,time,ans
386,8,glouton,81.6097,141
386,9,glouton,78.9546,138
387,0,glouton,82.5845,140
387,1,glouton,80.6261,141
387,2,glouton,80.8849,141
387,3,glouton,79.4303,139
387,4,glouton,84.9572,139
387,5,glouton,90.3247,136
387,6,glouton,84.4492,140
387,7,glouton,88.4915,140
387,8,glouton,83.9054,137
387,9,glouton,111.882,137
388,0,glouton,95.0424,136
388,1,glouton,84.0433,137
388,2,glouton,77.3866,137
388,3,glouton,81.6725,134
388,4,glouton,87.2101,136
388,5,glouton,84.9222,138
388,6,glouton,79.9224,136
388,7,glouton,83.9321,140
388,8,glouton,82.4857,139
388,9,glouton,87.7815,144
389,0,glouton,87.8388,142
389,1,glouton,91.3484,135
389,2,glouton,87.482,139
389,3,glouton,81.7347,135
389,4,glouton,89.679,134
389,5,glouton,97.8657,139
389,6,glouton,86.575,137
389,7,glouton,88.7265,141
389,8,glouton,91.0858,139
389,9,glouton,85.5964,138
390,0,glouton,103.602,138
390,1,glouton,90.8002,137
390,2,glouton,80.9965,134
390,3,glouton,78.944,140
390,4,glouton,82.8156,140
390,5,glouton,83.1868,137
390,6,glouton,104.451,140
390,7,glouton,94.9624,141
390,8,glouton,96.2503,142
390,9,glouton,80.1431,140
391,0,glouton,81.8956,138
391,1,glouton,82.7264,141
391,2,glouton,80.8932,136
391,3,glouton,86.1871,140
391,4,glouton,82.8718,142
391,5,glouton,79.751,142
391,6,glouton,81.4854,139
391,7,glouton,77.6524,137
391,8,glouton,82.61,141
391,9,glouton,81.0783,140
392,0,glouton,83.399,140
392,1,glouton,83.0948,137
392,2,glouton,82.5687,144
392,3,glouton,81.0295,141
392,4,glouton,82.8836,142
392,5,glouton,78.6738,140
392,6,glouton,80.2928,136
392,7,glouton,83.9068,140
392,8,glouton,88.1309,141
392,9,glouton,93.3216,140
393,0,glouton,85.5243,143
393,1,glouton,79.4726,138
393,2,glouton,85.7518,141
393,3,glouton,85.6394,140
393,4,glouton,83.0677,136
393,5,glouton,85.2233,142
393,6,glouton,95.2034,141
393,7,glouton,92.3031,140
393,8,glouton,82.4233,145
393,9,glouton,83.994,138
394,0,glouton,80.887,141
394,1,glouton,85.7516,139
394,2,glouton,85.3465,142
394,3,glouton,86.1077,140
394,4,glouton,78.0152,138
394,5,glouton,136.469,139
394,6,glouton,92.669,139
394,7,glouton,85.1125,138
394,8,glouton,91.0679,141
394,9,glouton,102.331,141
395,0,glouton,102.527,142
395,1,glouton,90.8774,136
395,2,glouton,86.0925,140
395,3,glouton,82.9882,140
395,4,glouton,83.3195,137
395,5,glouton,81.6351,140
395,6,glouton,89.0997,138
395,7,glouton,80.2222,140
395,8,glouton,80.542,141
395,9,glouton,81.235,139
396,0,glouton,81.2118,141
396,1,glouton,83.8209,139
396,2,glouton,87.13,140
396,3,glouton,81.2941,139
396,4,glouton,80.5466,141
396,5,glouton,91.0113,139
396,6,glouton,90.8149,144
396,7,glouton,84.3443,142
396,8,glouton,97.3177,141
396,9,glouton,93.9661,142
397,0,glouton,91.2226,141
397,1,glouton,87.2368,141
397,2,glouton,94.685,138
397,3,glouton,89.8313,144
397,4,glouton,91.2375,139
397,5,glouton,90.3873,140
397,6,glouton,84.4432,140
397,7,glouton,82.0807,141
397,8,glouton,80.8885,145
397,9,glouton,90.0018,142
398,0,glouton,87.2996,143
398,1,glouton,93.6579,139
398,2,glouton,82.9812,141
398,3,glouton,82.4384,139
398,4,glouton,82.9035,140
398,5,glouton,94.0373,136
398,6,glouton,92.1277,142
398,7,glouton,123.965,141
398,8,glouton,102.601,141
398,9,glouton,83.1446,138
399,0,glouton,99.4053,142
399,1,glouton,88.2521,141
399,2,glouton,95.9994,142
399,3,glouton,88.2067,144
399,4,glouton,88.6538,141
399,5,glouton,93.5203,139
399,6,glouton,87.7471,144
399,7,glouton,82.8706,143
399,8,glouton,85.6045,146
399,9,glouton,87.1949,143
400,0,glouton,82.8133,136
400,1,glouton,93.2861,141
400,2,glouton,82.9151,142
400,3,glouton,91.2135,141
400,4,glouton,85.6184,141
400,5,glouton,91.574,138
400,6,glouton,85.2659,138
400,7,glouton,85.8858,141
400,8,glouton,82.2591,143
400,9,glouton,94.3301,143
401,0,glouton,82.7861,141
401,1,glouton,88.8308,140
401,2,glouton,82.0305,136
401,3,glouton,84.6359,138
401,4,glouton,91.5059,144
401,5,glouton,101.519,139
401,6,glouton,90.8228,138
401,7,glouton,84.5636,139
401,8,glouton,94.3577,141
401,9,glouton,85.7549,139
402,0,glouton,90.4669,142
402,1,glouton,82.6867,139
402,2,glouton,82.8556,139
402,3,glouton,90.625,142
402,4,glouton,89.1937,139
402,5,glouton,100.711,138
402,6,glouton,95.3804,143
402,7,glouton,101.239,144
402,8,glouton,105.315,144
402,9,glouton,103.805,144
403,0,glouton,94.8263,143
403,1,glouton,91.4947,144
403,2,glouton,113.469,140
403,3,glouton,97.8693,145
403,4,glouton,94.0841,142
403,5,glouton,88.8953,147
403,6,glouton,87.1737,137
403,7,glouton,89.5145,144
403,8,glouton,114.738,140
403,9,glouton,87.0777,143
404,0,glouton,101.673,143
404,1,glouton,90.3069,146
404,2,glouton,101.581,141
404,3,glouton,103.427,142
404,4,glouton,95.1727,141
404,5,glouton,94.5835,146
404,6,glouton,90.1422,143
404,7,glouton,85.6104,144
404,8,glouton,84.8576,144
404,9,glouton,86.9041,143
405,0,glouton,91.6153,144
405,1,glouton,87.9739,140
405,2,glouton,87.5476,140
405,3,glouton,95.9005,141
405,4,glouton,89.2707,145
405,5,glouton,98.8172,141
405,6,glouton,83.999,143
405,7,glouton,90.3914,142
405,8,glouton,88.9782,146
405,9,glouton,85.7511,141
406,0,glouton,84.8912,147
406,1,glouton,87.8914,143
406,2,glouton,94.0463,141
406,3,glouton,87.0868,143
406,4,glouton,87.4216,143
406,5,glouton,87.1713,150
406,6,glouton,83.2441,140
406,7,glouton,85.0601,142
406,8,glouton,87.0304,143
406,9,glouton,83.8106,142
407,0,glouton,102.231,143
407,1,glouton,84.1935,145
407,2,glouton,97.5619,146
407,3,glouton,83.8286,141
407,4,glouton,88.5357,144
407,5,glouton,85.4593,144
407,6,glouton,86.2361,143
407,7,glouton,92.1464,144
407,8,glouton,89.2228,148
407,9,glouton,90.5356,146
408,0,glouton,104.451,143
408,1,glouton,91.851,146
408,2,glouton,89.3469,142
408,3,glouton,120.796,145
408,4,glouton,87.5963,143
408,5,glouton,92.7047,148
408,6,glouton,86.1094,142
408,7,glouton,92.0966,146
408,8,glouton,87.6263,148
408,9,glouton,96.2585,146
409,0,glouton,95.7163,148
409,1,glouton,84.7099,142
409,2,glouton,85.5492,142
409,3,glouton,99.226,144
409,4,glouton,96.3559,143
409,5,glouton,90.1807,147
409,6,glouton,104.744,141
409,7,glouton,86.8267,147
409,8,glouton,100.668,148
409,9,glouton,95.2745,145
410,0,glouton,90.8054,150
410,1,glouton,92.5542,139
410,2,glouton,98.4234,147
410,3,glouton,109.216,142
410,4,glouton,91.2715,143
410,5,glouton,87.8631,149
410,6,glouton,97.8886,146
410,7,glouton,88.8498,144
410,8,glouton,92.5988,151
410,9,glouton,88.9056,146
411,0,glouton,87.2941,144
411,1,glouton,87.5122,147
411,2,glouton,100.725,145
411,3,glouton,93.0274,147
411,4,glouton,89.7795,143
411,5,glouton,87.6432,142
411,6,glouton,88.7866,144
411,7,glouton,98.251,147
411,8,glouton,87.2011,142
411,9,glouton,87.2493,144
412,0,glouton,98.1014,144
412,1,glouton,93.4615,143
412,2,glouton,87.9601,143
412,3,glouton,97.2651,147
412,4,glouton,90.2999,145
412,5,glouton,89.8112,147
412,6,glouton,85.1741,143
412,7,glouton,96.6637,146
412,8,glouton,91.3472,146
412,9,glouton,88.0599,147
413,0,glouton,98.4888,143
413,1,glouton,92.1522,145
413,2,glouton,99.6493,146
413,3,glouton,91.5536,146
413,4,glouton,97.0342,144
413,5,glouton,90.7567,145
413,6,glouton,96.989,144
413,7,glouton,104.076,145
413,8,glouton,100.121,149
413,9,glouton,110.173,150
414,0,glouton,98.2383,146
414,1,glouton,99.9185,144
414,2,glouton,103.327,145
414,3,glouton,103.138,144
414,4,glouton,112.858,142
414,5,glouton,95.8389,150
414,6,glouton,95.0559,146
414,7,glouton,100.605,154
414,8,glouton,92.6044,147
414,9,glouton,93.3306,146
415,0,glouton,96.2481,148
415,1,glouton,133.603,141
415,2,glouton,112.83,145
415,3,glouton,95.4215,145
415,4,glouton,112.855,143
415,5,glouton,92.6348,147
415,6,glouton,90.4143,146
415,7,glouton,93.0017,145
415,8,glouton,99.0825,147
415,9,glouton,99.7089,147
416,0,glouton,113.248,145
416,1,glouton,109.982,146
416,2,glouton,105.635,143
416,3,glouton,98.6306,148
416,4,glouton,93.984,146
416,5,glouton,97.4032,144
416,6,glouton,101.093,145
416,7,glouton,99.9971,149
416,8,glouton,106.307,147
416,9,glouton,100.129,149
417,0,glouton,93.2635,147
417,1,glouton,93.5455,145
417,2,glouton,98.5298,148
417,3,glouton,116.193,145
417,4,glouton,100.933,149
417,5,glouton,93.7152,148
417,6,glouton,96.2904,149
417,7,glouton,100.131,145
417,8,glouton,95.1232,148
417,9,glouton,92.9944,148
418,0,glouton,99.6778,150
418,1,glouton,93.8442,150
418,2,glouton,93.7225,147
418,3,glouton,95.4597,149
418,4,glouton,100.409,148
418,5,glouton,93.6189,150
418,6,glouton,93.9407,146
418,7,glouton,103.236,145
418,8,glouton,109.419,147
418,9,glouton,102.594,143
419,0,glouton,93.5042,148
419,1,glouton,90.8824,148
419,2,glouton,107.859,148
419,3,glouton,105.846,148
419,4,glouton,129.774,146
419,5,glouton,97.7775,147
419,6,glouton,92.1468,149
419,7,glouton,93.4548,147
419,8,glouton,92.1934,150
419,9,glouton,105.546,148
420,0,glouton,96.1177,146
420,1,glouton,94.5559,156
420,2,glouton,93.7673,149
420,3,glouton,96.0641,146
420,4,glouton,97.1004,159
420,5,glouton,90.2604,145
420,6,glouton,104.228,149
420,7,glouton,91.7321,150
420,8,glouton,99.9734,147
420,9,glouton,90.8849,147
421,0,glouton,97.5483,148
421,1,glouton,101.207,152
421,2,glouton,96.0189,148
421,3,glouton,103.041,146
421,4,glouton,100.478,148
421,5,glouton,95.4246,147
421,6,glouton,105.338,147
421,7,glouton,98.4843,145
421,8,glouton,108.753,149
421,9,glouton,99.2062,148
422,0,glouton,99.4562,147
422,1,glouton,97.6979,146
422,2,glouton,98.7503,148
422,3,glouton,106.243,147
422,4,glouton,97.0834,151
422,5,glouton,108.189,149
422,6,glouton,97.3529,144
422,7,glouton,99.0882,152
422,8,glouton,96.8472,148
422,9,glouton,102.749,148
423,0,glouton,104.9,147
423,1,glouton,100.69,147
423,2,glouton,101.883,148
423,3,glouton,106.742,150
423,4,glouton,102.665,152
423,5,glouton,102.715,150
423,6,glouton,98.129,150
423,7,glouton,98.8456,147
423,8,glouton,115.389,151
423,9,glouton,96.0912,145
424,0,glouton,100.907,151
424,1,glouton,100.727,147
424,2,glouton,96.7984,148
424,3,glouton,98.224,152
424,4,glouton,102.916,153
424,5,glouton,102.819,150
424,6,glouton,110.592,150
424,7,glouton,101.243,151
424,8,glouton,109.678,151
424,9,glouton,99.058,147
425,0,glouton,95.1235,148
425,1,glouton,96.4256,147
425,2,glouton,94.4859,149
425,3,glouton,95.4958,150
425,4,glouton,100.731,151
425,5,glouton,98.2907,149
425,6,glouton,99.9799,147
425,7,glouton,100.656,149
425,8,glouton,107.459,147
425,9,glouton,94.9277,152
426,0,glouton,110.127,151
426,1,glouton,98.5684,152
426,2,glouton,94.9401,148
426,3,glouton,92.5558,148
426,4,glouton,101.74,151
426,5,glouton,106.348,150
426,6,glouton,104.077,147
426,7,glouton,110.661,148
426,8,glouton,121.338,148
426,9,glouton,158.235,155
427,0,glouton,168.392,150
427,1,glouton,162.933,149
427,2,glouton,98.2036,152
427,3,glouton,100.102,152
427,4,glouton,109.303,146
427,5,glouton,98.6516,154
427,6,glouton,97.3227,147
427,7,glouton,95.8728,151
427,8,glouton,96.1056,151
427,9,glouton,97.5381,149
428,0,glouton,96.2852,146
428,1,glouton,106.82,148
428,2,glouton,104.141,150
428,3,glouton,101.686,153
428,4,glouton,102.146,152
428,5,glouton,102.751,151
428,6,glouton,102.497,152
428,7,glouton,132.155,152
428,8,glouton,103.799,149
428,9,glouton,107.432,148
429,0,glouton,117.314,150
429,1,glouton,122.73,152
429,2,glouton,135.258,151
429,3,glouton,167.924,152
429,4,glouton,130.678,152
429,5,glouton,140.283,152
429,6,glouton,175.846,147
429,7,glouton,125.449,153
429,8,glouton,128.745,152
429,9,glouton,148.123,155
430,0,glouton,111.87,147
430,1,glouton,132.36,148
430,2,glouton,154.747,153
430,3,glouton,126.177,153
430,4,glouton,101.845,149
430,5,glouton,100.955,156
430,6,glouton,96.4493,148
430,7,glouton,99.0932,148
430,8,glouton,101.442,154
430,9,glouton,115.017,156
431,0,glouton,109.071,154
431,1,glouton,99.49,151
431,2,glouton,96.5916,154
431,3,glouton,98.8133,149
431,4,glouton,105.662,152
431,5,glouton,100.813,149
431,6,glouton,113.317,149
431,7,glouton,110.65,149
431,8,glouton,117.832,152
431,9,glouton,153.748,151
432,0,glouton,129.109,150
432,1,glouton,109.365,148
432,2,glouton,102.03,150
432,3,glouton,124.874,152
432,4,glouton,121.34,154
432,5,glouton,127.3,150
432,6,glouton,127.186,146
432,7,glouton,117.337,153
432,8,glouton,114.146,151
432,9,glouton,116.24,149
433,0,glouton,110.539,153
433,1,glouton,100.016,152
433,2,glouton,110.666,152
433,3,glouton,101.838,152
433,4,glouton,101.421,152
433,5,glouton,102.419,152
433,6,glouton,109.606,154
433,7,glouton,103.243,148
433,8,glouton,108.692,153
433,9,glouton,106.397,152
434,0,glouton,108.825,152
434,1,glouton,113.942,152
434,2,glouton,105.263,153
434,3,glouton,109.226,150
434,4,glouton,109.931,157
434,5,glouton,104.513,149
434,6,glouton,105.013,153
434,7,glouton,103.403,153
434,8,glouton,103.651,157
434,9,glouton,101.78,151
435,0,glouton,102.479,151
435,1,glouton,110.269,151
435,2,glouton,117.792,154
435,3,glouton,102.477,152
435,4,glouton,109.414,149
435,5,glouton,102.618,153
435,6,glouton,107.869,151
435,7,glouton,102.948,149
435,8,glouton,102.665,153
435,9,glouton,112.575,153
436,0,glouton,104.837,154
436,1,glouton,103.012,152
436,2,glouton,114.372,149
436,3,glouton,114.408,151
436,4,glouton,105.214,149
436,5,glouton,106.536,153
436,6,glouton,108.536,151
436,7,glouton,104.374,154
436,8,glouton,110.564,154
436,9,glouton,110.692,153
437,0,glouton,110.322,152
437,1,glouton,116.808,156
437,2,glouton,115.291,154
437,3,glouton,163.544,156
437,4,glouton,102.992,153
437,5,glouton,103.196,152
437,6,glouton,101.467,152
437,7,glouton,113.732,152
437,8,glouton,104.386,152
437,9,glouton,99.6418,151
438,0,glouton,99.5031,155
438,1,glouton,100.824,154
438,2,glouton,108.156,153
438,3,glouton,105.638,151
438,4,glouton,110.564,157
438,5,glouton,105.718,154
438,6,glouton,107.526,153
438,7,glouton,106.73,154
438,8,glouton,126.642,156
438,9,glouton,116.731,156
439,0,glouton,113.046,156
439,1,glouton,120.91,156
439,2,glouton,117.765,152
439,3,glouton,105.411,157
439,4,glouton,166.743,152
439,5,glouton,149.7,149
439,6,glouton,126.13,157
439,7,glouton,138.617,154
439,8,glouton,114.742,156
439,9,glouton,109.108,157
440,0,glouton,118.51,152
440,1,glouton,123.475,154
440,2,glouton,157.994,147
440,3,glouton,120.869,153
440,4,glouton,113.353,153
440,5,glouton,103.608,152
440,6,glouton,190.266,158
440,7,glouton,146.363,149
440,8,glouton,117.876,156
440,9,glouton,133.613,154
441,0,glouton,128.636,152
441,1,glouton,134.641,159
441,2,glouton,120.004,153
441,3,glouton,115.106,155
441,4,glouton,137.082,152
441,5,glouton,115.658,156
441,6,glouton,112.067,151
441,7,glouton,128.593,156
441,8,glouton,124.84,160
441,9,glouton,118.208,151
442,0,glouton,112.581,153
442,1,glouton,114.568,152
442,2,glouton,125.791,155
442,3,glouton,120.639,153
442,4,glouton,138.185,157
442,5,glouton,118.434,156
442,6,glouton,114.913,153
442,7,glouton,129.283,156
442,8,glouton,132.167,156
442,9,glouton,113.287,151
443,0,glouton,116.977,153
443,1,glouton,127.73,151
443,2,glouton,170.34,154
443,3,glouton,148.8,155
443,4,glouton,160.751,156
443,5,glouton,148.693,154
443,6,glouton,144.688,154
443,7,glouton,136.361,153
443,8,glouton,150.219,153
443,9,glouton,152.78,152
444,0,glouton,140.678,159
444,1,glouton,117.339,151
444,2,glouton,132.862,155
444,3,glouton,122.145,152
444,4,glouton,113.731,154
444,5,glouton,123.295,153
444,6,glouton,115.719,152
444,7,glouton,108.211,155
444,8,glouton,109.399,156
444,9,glouton,127.405,156
445,0,glouton,104.026,155
445,1,glouton,107.192,154
445,2,glouton,114.957,153
445,3,glouton,111.722,156
445,4,glouton,113.999,156
445,5,glouton,179.266,152
445,6,glouton,121.061,160
445,7,glouton,110.567,154
445,8,glouton,111.198,153
445,9,glouton,188.863,161
446,0,glouton,167.565,156
446,1,glouton,166.024,154
446,2,glouton,125.401,159
446,3,glouton,122.7,155
446,4,glouton,112.111,155
446,5,glouton,117.146,157
446,6,glouton,114.767,155
446,7,glouton,114.396,155
446,8,glouton,114.753,158
446,9,glouton,126.822,158
447,0,glouton,117.238,157
447,1,glouton,155.048,158
447,2,glouton,127.732,156
447,3,glouton,116.602,157
447,4,glouton,117.248,155
447,5,glouton,116.745,154
447,6,glouton,116.02,157
447,7,glouton,113.467,156
447,8,glouton,121.405,150
447,9,glouton,111.153,156
448,0,glouton,112.032,152
448,1,glouton,112.224,153
448,2,glouton,124.898,158
448,3,glouton,130.109,151
448,4,glouton,152.272,156
448,5,glouton,126.592,158
448,6,glouton,119.765,156
448,7,glouton,122.654,159
448,8,glouton,115.589,157
448,9,glouton,131.951,160
449,0,glouton,124.263,153
449,1,glouton,155.531,159
449,2,glouton,136.512,158
449,3,glouton,170.17,158
449,4,glouton,145.759,157
449,5,glouton,120.793,155
449,6,glouton,128.281,158
449,7,glouton,108.212,159
449,8,glouton,124.873,156
449,9,glouton,125.84,155
450,0,glouton,134.801,156
450,1,glouton,158.956,157
450,2,glouton,118.787,160
450,3,glouton,147.734,158
450,4,glouton,126.742,159
450,5,glouton,126.887,158
450,6,glouton,132.504,155
450,7,glouton,137.028,159
450,8,glouton,175.429,160
450,9,glouton,116.865,159
451,0,glouton,139.722,157
451,1,glouton,139.546,159
451,2,glouton,162.213,158
451,3,glouton,130.354,158
451,4,glouton,130.448,158
451,5,glouton,130.602,153
451,6,glouton,124.873,155
451,7,glouton,150.914,158
451,8,glouton,132.621,158
451,9,glouton,107.992,156
452,0,glouton,143.824,156
452,1,glouton,142.016,160
452,2,glouton,123.78,157
452,3,glouton,116.994,156
452,4,glouton,118.177,160
452,5,glouton,121.786,153
452,6,glouton,109.975,154
452,7,glouton,110.511,153
452,8,glouton,113.002,151
452,9,glouton,116.865,154
453,0,glouton,123.5,157
453,1,glouton,189.203,159
453,2,glouton,163.698,158
453,3,glouton,179.334,155
453,4,glouton,130.422,158
453,5,glouton,136.159,160
453,6,glouton,119.895,158
453,7,glouton,135.616,158
453,8,glouton,117.626,158
453,9,glouton,128.7,156
454,0,glouton,128.224,159
454,1,glouton,113.171,157
454,2,glouton,122.959,159
454,3,glouton,116.868,160
454,4,glouton,118.697,154
454,5,glouton,124.442,158
454,6,glouton,123.005,159
454,7,glouton,124.399,154
454,8,glouton,113.974,161
454,9,glouton,136.207,161
455,0,glouton,117.046,159
455,1,glouton,117.463,154
455,2,glouton,118.712,153
455,3,glouton,115.968,163
455,4,glouton,115.244,160
455,5,glouton,114.623,163
455,6,glouton,119.21,158
455,7,glouton,124.534,157
455,8,glouton,123.034,159
455,9,glouton,119.639,160
456,0,glouton,128.675,158
456,1,glouton,122.992,156
456,2,glouton,128.858,160
456,3,glouton,129.054,156
456,4,glouton,120.931,154
456,5,glouton,116.368,156
456,6,glouton,128.948,160
456,7,glouton,136.427,159
456,8,glouton,147.893,154
456,9,glouton,129.385,159
457,0,glouton,129.684,157
457,1,glouton,164.679,157
457,2,glouton,141.395,156
457,3,glouton,138.636,159
457,4,glouton,119.392,162
457,5,glouton,125.725,163
457,6,glouton,123.065,155
457,7,glouton,130.283,160
457,8,glouton,134.48,158
457,9,glouton,123.052,157
458,0,glouton,112.082,159
458,1,glouton,121.504,160
458,2,glouton,121.294,155
458,3,glouton,158.948,162
458,4,glouton,144.44,162
458,5,glouton,115.69,159
458,6,glouton,128.503,160
458,7,glouton,142.552,162
458,8,glouton,135.519,162
458,9,glouton,129.567,157
459,0,glouton,118.517,161
459,1,glouton,124.385,159
459,2,glouton,118.238,163
459,3,glouton,122.199,159
459,4,glouton,128.724,156
459,5,glouton,117.814,159
459,6,glouton,118.021,161
459,7,glouton,127.835,157
459,8,glouton,123.73,161
459,9,glouton,127.15,159
460,0,glouton,158.794,160
460,1,glouton,144.751,161
460,2,glouton,148.98,159
460,3,glouton,130.551,160
460,4,glouton,135.088,162
460,5,glouton,117.82,162
460,6,glouton,135.496,157
460,7,glouton,143.741,161
460,8,glouton,139.242,164
460,9,glouton,140.18,163
461,0,glouton,142.065,157
461,1,glouton,164.039,162
461,2,glouton,132.64,160
461,3,glouton,132.648,164
461,4,glouton,120.408,162
461,5,glouton,123.457,159
461,6,glouton,120.52,162
461,7,glouton,118.574,160
461,8,glouton,120.637,162
461,9,glouton,123.454,159
462,0,glouton,145.819,159
462,1,glouton,132.836,161
462,2,glouton,152.4,161
462,3,glouton,158.997,162
462,4,glouton,132.215,162
462,5,glouton,150.912,161
462,6,glouton,158.298,159
462,7,glouton,146.099,160
462,8,glouton,125.89,160
462,9,glouton,149.158,161
463,0,glouton,130.701,160
463,1,glouton,131.175,160
463,2,glouton,122.847,161
463,3,glouton,140.253,164
463,4,glouton,123.13,161
463,5,glouton,151.623,158
463,6,glouton,143.648,162
463,7,glouton,138.795,164
463,8,glouton,135.255,166
463,9,glouton,149.536,160
464,0,glouton,144.958,154
464,1,glouton,141.81,162
464,2,glouton,128.818,160
464,3,glouton,162.7,161
464,4,glouton,145.61,164
464,5,glouton,124.271,158
464,6,glouton,121.723,161
464,7,glouton,128.024,164
464,8,glouton,138.518,160
464,9,glouton,131.261,161
465,0,glouton,145.688,158
465,1,glouton,129.675,162
465,2,glouton,121.461,166
465,3,glouton,121.767,163
465,4,glouton,124.434,162
465,5,glouton,125.214,160
465,6,glouton,121.376,162
465,7,glouton,130.026,163
465,8,glouton,129.2,162
465,9,glouton,121.189,168
466,0,glouton,129.87,160
466,1,glouton,121.106,160
466,2,glouton,122.789,165
466,3,glouton,121.559,163
466,4,glouton,122.864,161
466,5,glouton,126.261,162
466,6,glouton,118.853,160
466,7,glouton,119.02,161
466,8,glouton,121.48,159
466,9,glouton,119.218,161
467,0,glouton,121.884,166
467,1,glouton,121.135,160
467,2,glouton,135.012,160
467,3,glouton,121.029,165
467,4,glouton,121.754,163
467,5,glouton,122.336,166
467,6,glouton,122.002,162
467,7,glouton,120.653,162
467,8,glouton,129.597,164
467,9,glouton,146.379,164
468,0,glouton,148.075,161
468,1,glouton,141.758,165
468,2,glouton,147.354,166
468,3,glouton,154.936,162
468,4,glouton,162.787,161
468,5,glouton,180.186,161
468,6,glouton,165.284,165
468,7,glouton,132.45,164
468,8,glouton,138.11,161
468,9,glouton,146.192,160
469,0,glouton,148.775,161
469,1,glouton,146.504,163
469,2,glouton,158.989,161
469,3,glouton,157.574,164
469,4,glouton,144.05,162
469,5,glouton,144.407,162
469,6,glouton,163.601,167
469,7,glouton,139.359,166
469,8,glouton,154.873,162
469,9,glouton,156.936,164
470,0,glouton,154.023,168
470,1,glouton,141.864,158
470,2,glouton,141.314,158
470,3,glouton,131.778,167
470,4,glouton,127.376,165
470,5,glouton,143.1,162
470,6,glouton,126.718,160
470,7,glouton,123.783,166
470,8,glouton,158.99,164
470,9,glouton,138.596,161
471,0,glouton,124.624,159
471,1,glouton,128.01,160
471,2,glouton,130.656,161
471,3,glouton,127.794,163
471,4,glouton,123.66,161
471,5,glouton,125.985,167
471,6,glouton,124.592,163
471,7,glouton,124.689,164
471,8,glouton,125.998,165
471,9,glouton,125.605,164
472,0,glouton,134.756,167
472,1,glouton,124.56,159
472,2,glouton,123.18,162
472,3,glouton,130.269,166
472,4,glouton,134.195,160
472,5,glouton,123.251,160
472,6,glouton,121.068,158
472,7,glouton,126.77,162
472,8,glouton,122.426,160
472,9,glouton,126.941,166
473,0,glouton,123.79,162
473,1,glouton,136.503,162
473,2,glouton,128.329,164
473,3,glouton,129.429,163
473,4,glouton,123.655,162
473,5,glouton,131.749,163
473,6,glouton,125.16,162
473,7,glouton,131.824,162
473,8,glouton,124.02,168
473,9,glouton,142.563,163
474,0,glouton,151.988,167
474,1,glouton,123.99,162
474,2,glouton,131.027,166
474,3,glouton,130.194,165
474,4,glouton,186.961,165
474,5,glouton,220.552,164
474,6,glouton,144.514,163
474,7,glouton,131.056,167
474,8,glouton,130.887,161
474,9,glouton,132.171,163
475,0,glouton,132.5,168
475,1,glouton,137.624,168
475,2,glouton,127.764,168
475,3,glouton,130.419,160
475,4,glouton,135.508,169
475,5,glouton,136.297,162
475,6,glouton,127.058,165
475,7,glouton,127.886,164
475,8,glouton,127.52,166
475,9,glouton,138.413,170
476,0,glouton,126.082,164
476,1,glouton,124.025,165
476,2,glouton,127.147,164
476,3,glouton,130.981,169
476,4,glouton,126.368,166
476,5,glouton,130.237,166
476,6,glouton,127.182,161
476,7,glouton,139.217,161
476,8,glouton,128.758,165
476,9,glouton,128.56,164
477,0,glouton,138.618,165
477,1,glouton,139.609,167
477,2,glouton,127.951,167
477,3,glouton,148.058,164
477,4,glouton,127.797,167
477,5,glouton,139.294,167
477,6,glouton,124.892,162
477,7,glouton,130.551,164
477,8,glouton,126.683,165
477,9,glouton,135.562,164
478,0,glouton,126.889,168
478,1,glouton,130.386,161
478,2,glouton,126.618,166
478,3,glouton,144.461,170
478,4,glouton,127.437,163
478,5,glouton,129.72,165
478,6,glouton,126.062,165
478,7,glouton,127.028,167
478,8,glouton,126.576,165
478,9,glouton,134.109,169
479,0,glouton,126.954,168
479,1,glouton,126.695,164
479,2,glouton,127.49,166
479,3,glouton,129.356,165
479,4,glouton,133.375,162
479,5,glouton,132.149,164
479,6,glouton,128.325,165
479,7,glouton,133.36,165
479,8,glouton,133.683,171
479,9,glouton,131.392,164
480,0,glouton,139.493,166
480,1,glouton,131.123,160
480,2,glouton,133.262,166
480,3,glouton,130.69,168
480,4,glouton,152.262,169
480,5,glouton,139.29,166
480,6,glouton,128.613,162
480,7,glouton,128.005,169
480,8,glouton,141.666,169
480,9,glouton,127.856,167
481,0,glouton,134.271,165
481,1,glouton,131.03,164
481,2,glouton,146.66,165
481,3,glouton,130.502,167
481,4,glouton,131.697,165
481,5,glouton,141.43,164
481,6,glouton,143.008,164
481,7,glouton,138.775,170
481,8,glouton,142.386,171
481,9,glouton,149.128,170
482,0,glouton,211.528,165
482,1,glouton,147.525,165
482,2,glouton,138.048,166
482,3,glouton,137.287,167
482,4,glouton,145.655,172
482,5,glouton,139.278,169
482,6,glouton,139.636,166
482,7,glouton,137.637,166
482,8,glouton,139.728,167
482,9,glouton,130.536,165
483,0,glouton,130.857,171
483,1,glouton,132.757,165
483,2,glouton,157.13,170
483,3,glouton,142.339,165
483,4,glouton,134.502,169
483,5,glouton,132.839,163
483,6,glouton,138.424,170
483,7,glouton,142.34,170
483,8,glouton,139.301,169
483,9,glouton,135.301,166
484,0,glouton,131.428,166
484,1,glouton,133.187,166
484,2,glouton,141.418,167
484,3,glouton,137.129,167
