nb_nodes,seed,algo,time,ans
208,4,tabu,11519.9,82
208,5,tabu,11644.0,82
208,6,tabu,12690.9,76
208,7,tabu,10837.8,79
208,8,tabu,11726.6,86
208,9,tabu,11058.0,78
209,0,tabu,11148.8,78
209,1,tabu,10998.5,79
209,2,tabu,13997.4,77
209,3,tabu,21765.4,79
209,4,tabu,10928.5,78
209,5,tabu,15856.4,79
209,6,tabu,11788.8,83
209,7,tabu,12251.8,83
209,8,tabu,14887.6,80
209,9,tabu,11426.3,82
210,0,tabu,11299.5,81
210,1,tabu,11470.4,81
210,2,tabu,11475.1,80
210,3,tabu,18672.0,79
210,4,tabu,11495.7,81
210,5,tabu,11286.8,81
210,6,tabu,10923.4,73
210,7,tabu,12577.1,80
210,8,tabu,12077.6,83
210,9,tabu,11699.6,84
211,0,tabu,11491.9,82
211,1,tabu,11699.9,83
211,2,tabu,20092.8,78
211,3,tabu,11786.9,84
211,4,tabu,11553.8,82
211,5,tabu,11343.7,81
211,6,tabu,15157.6,73
211,7,tabu,11416.1,79
211,8,tabu,11850.0,85
211,9,tabu,22337.3,80
212,0,tabu,11839.1,84
212,1,tabu,11701.7,84
212,2,tabu,11782.3,84
212,3,tabu,11536.5,79
212,4,tabu,11419.1,81
212,5,tabu,11919.3,81
212,6,tabu,11778.4,82
212,7,tabu,11794.5,84
212,8,tabu,14230.7,81
212,9,tabu,11664.8,82
213,0,tabu,11927.1,81
213,1,tabu,10999.3,77
213,2,tabu,12290.7,86
213,3,tabu,11993.1,85
213,4,tabu,11801.7,83
213,5,tabu,12161.2,85
213,6,tabu,21718.8,78
213,7,tabu,11548.5,81
213,8,tabu,13731.0,83
213,9,tabu,11594.4,82
214,0,tabu,12212.2,83
214,1,tabu,35589.2,81
214,2,tabu,11661.7,81
214,3,tabu,13856.8,81
214,4,tabu,15049.4,78
214,5,tabu,11749.7,79
214,6,tabu,11859.7,83
214,7,tabu,11861.5,83
214,8,tabu,12369.4,84
214,9,tabu,12372.5,79
215,0,tabu,12737.0,85
215,1,tabu,11592.4,81
215,2,tabu,11757.7,81
215,3,tabu,12287.7,84
215,4,tabu,12792.1,83
215,5,tabu,12040.1,84
215,6,tabu,12210.8,86
215,7,tabu,11753.2,82
215,8,tabu,12062.6,84
215,9,tabu,12294.8,83
216,0,tabu,12567.7,88
216,1,tabu,12112.3,80
216,2,tabu,12147.2,84
216,3,tabu,11377.2,78
216,4,tabu,12098.2,85
216,5,tabu,11904.1,82
216,6,tabu,11761.3,82
216,7,tabu,12026.3,83
216,8,tabu,12478.7,86
216,9,tabu,13779.6,80
217,0,tabu,12145.3,85
217,1,tabu,11748.0,81
217,2,tabu,11316.9,78
217,3,tabu,13360.8,80
217,4,tabu,12378.5,79
217,5,tabu,16815.1,76
217,6,tabu,12411.2,86
217,7,tabu,12425.5,81
217,8,tabu,12922.3,90
217,9,tabu,11937.9,82
218,0,tabu,12066.2,82
218,1,tabu,12044.5,83
218,2,tabu,12326.7,84
218,3,tabu,12168.7,83
218,4,tabu,12485.6,86
218,5,tabu,14318.8,80
218,6,tabu,12427.5,86
218,7,tabu,12370.5,86
218,8,tabu,12154.4,81
218,9,tabu,11638.0,80
219,0,tabu,12277.4,85
219,1,tabu,12445.6,85
219,2,tabu,21943.4,78
219,3,tabu,11998.6,82
219,4,tabu,11904.3,82
219,5,tabu,12205.2,83
219,6,tabu,12394.9,85
219,7,tabu,15415.2,81
219,8,tabu,12841.3,89
219,9,tabu,14864.1,82
220,0,tabu,12604.6,87
220,1,tabu,12468.8,85
220,2,tabu,20508.1,85
220,3,tabu,12966.7,81
220,4,tabu,13011.8,83
220,5,tabu,12672.8,85
220,6,tabu,12182.3,83
220,7,tabu,12301.5,85
220,8,tabu,12631.3,86
220,9,tabu,12699.2,88
221,0,tabu,12844.9,87
221,1,tabu,12681.7,87
221,2,tabu,15939.0,81
221,3,tabu,12370.9,84
221,4,tabu,12474.4,84
221,5,tabu,15764.2,84
221,6,tabu,12400.0,85
221,7,tabu,25538.0,81
221,8,tabu,13628.1,88
221,9,tabu,12647.2,87
222,0,tabu,23089.2,81
222,1,tabu,13661.0,84
222,2,tabu,12274.3,83
222,3,tabu,12574.6,85
222,4,tabu,12698.9,86
222,5,tabu,12333.2,84
222,6,tabu,13050.1,88
222,7,tabu,13444.1,89
222,8,tabu,13403.4,91
222,9,tabu,12561.7,84
223,0,tabu,13400.6,81
223,1,tabu,13788.4,80
223,2,tabu,12404.1,84
223,3,tabu,12663.9,86
223,4,tabu,17672.8,78
223,5,tabu,12619.5,85
223,6,tabu,12785.7,85
223,7,tabu,13932.2,84
223,8,tabu,12593.8,81
223,9,tabu,12833.0,85
224,0,tabu,12787.2,85
224,1,tabu,12626.8,81
224,2,tabu,15481.3,84
224,3,tabu,13067.7,86
224,4,tabu,13006.6,88
224,5,tabu,12395.9,84
224,6,tabu,12981.0,88
224,7,tabu,12428.0,82
224,8,tabu,12647.1,86
224,9,tabu,12413.7,83
225,0,tabu,12099.5,80
225,1,tabu,12549.1,81
225,2,tabu,12293.4,82
225,3,tabu,13191.6,89
225,4,tabu,13273.2,89
225,5,tabu,12860.4,86
225,6,tabu,12933.3,87
225,7,tabu,12813.9,86
225,8,tabu,12937.5,87
225,9,tabu,12362.3,82
226,0,tabu,13257.5,87
226,1,tabu,13417.4,88
226,2,tabu,13335.8,85
226,3,tabu,13081.1,84
226,4,tabu,12901.6,83
226,5,tabu,12872.4,85
226,6,tabu,13432.8,89
226,7,tabu,15473.4,85
226,8,tabu,13320.5,88
226,9,tabu,13202.8,88
227,0,tabu,12753.0,84
227,1,tabu,12994.1,87
227,2,tabu,13250.6,87
227,3,tabu,12638.0,84
227,4,tabu,13034.8,87
227,5,tabu,17006.7,83
227,6,tabu,13138.4,87
227,7,tabu,13132.6,87
227,8,tabu,13907.6,91
227,9,tabu,12758.5,83
228,0,tabu,13648.6,91
228,1,tabu,12785.9,85
228,2,tabu,13189.8,86
228,3,tabu,13131.6,87
228,4,tabu,13012.3,86
228,5,tabu,13462.6,89
228,6,tabu,16697.0,86
228,7,tabu,13240.2,87
228,8,tabu,13212.7,88
228,9,tabu,12816.9,85
229,0,tabu,12838.9,84
229,1,tabu,15219.9,84
229,2,tabu,13632.6,90
229,3,tabu,13007.4,85
229,4,tabu,13221.2,87
229,5,tabu,13381.0,88
229,6,tabu,16170.3,84
229,7,tabu,12897.0,85
229,8,tabu,14945.0,88
229,9,tabu,12873.2,83
230,0,tabu,15047.5,86
230,1,tabu,13298.3,86
230,2,tabu,13541.1,88
230,3,tabu,13219.0,87
230,4,tabu,13234.7,87
230,5,tabu,13787.3,86
230,6,tabu,12865.6,85
230,7,tabu,16513.2,87
230,8,tabu,13637.8,89
230,9,tabu,13314.7,87
231,0,tabu,14129.9,89
231,1,tabu,13686.7,87
231,2,tabu,13357.7,86
231,3,tabu,14256.1,90
231,4,tabu,12816.6,84
231,5,tabu,14195.5,93
231,6,tabu,13277.5,86
231,7,tabu,13249.6,86
231,8,tabu,17633.5,89
231,9,tabu,12923.6,84
232,0,tabu,13261.0,86
232,1,tabu,13598.3,89
232,2,tabu,13717.7,88
232,3,tabu,13244.2,84
232,4,tabu,13629.9,88
232,5,tabu,13645.1,88
232,6,tabu,13534.1,86
232,7,tabu,15263.8,83
232,8,tabu,13361.8,86
232,9,tabu,13237.5,86
233,0,tabu,13849.2,87
233,1,tabu,13430.4,86
233,2,tabu,13692.4,89
233,3,tabu,13336.7,87
233,4,tabu,14242.6,89
233,5,tabu,14122.1,90
233,6,tabu,13890.8,90
233,7,tabu,13393.7,87
233,8,tabu,14268.1,92
233,9,tabu,13780.3,89
234,0,tabu,14284.9,92
234,1,tabu,13566.4,88
234,2,tabu,13182.4,85
234,3,tabu,14115.0,91
234,4,tabu,13619.2,88
234,5,tabu,13768.4,88
234,6,tabu,13727.6,89
234,7,tabu,22100.5,85
234,8,tabu,15086.5,88
234,9,tabu,14675.2,95
235,0,tabu,13504.2,87
235,1,tabu,15946.1,84
235,2,tabu,13662.7,88
235,3,tabu,14151.4,91
235,4,tabu,13916.4,86
235,5,tabu,14157.1,88
235,6,tabu,14462.3,89
235,7,tabu,15062.1,91
235,8,tabu,17944.5,85
235,9,tabu,13389.7,86
236,0,tabu,14481.3,93
236,1,tabu,22319.5,85
236,2,tabu,14153.7,85
236,3,tabu,15561.5,87
236,4,tabu,14067.5,90
236,5,tabu,14074.7,90
236,6,tabu,13852.3,89
236,7,tabu,14241.4,91
236,8,tabu,14020.5,90
236,9,tabu,14249.1,91
237,0,tabu,14414.6,87
237,1,tabu,14348.1,92
237,2,tabu,14365.3,90
237,3,tabu,14876.0,91
237,4,tabu,13667.8,87
237,5,tabu,14499.6,93
237,6,tabu,13698.8,87
237,7,tabu,18129.4,90
237,8,tabu,14357.5,92
237,9,tabu,13893.0,86
238,0,tabu,14548.7,92
238,1,tabu,13899.0,87
238,2,tabu,14451.5,91
238,3,tabu,14006.1,85
238,4,tabu,14308.1,91
238,5,tabu,17495.6,90
238,6,tabu,14369.8,90
238,7,tabu,14199.6,89
238,8,tabu,14739.4,93
238,9,tabu,14655.2,91
239,0,tabu,14997.4,93
239,1,tabu,14311.6,88
239,2,tabu,14369.7,91
239,3,tabu,15111.3,90
239,4,tabu,14322.0,88
239,5,tabu,14580.5,91
239,6,tabu,13691.5,87
239,7,tabu,15067.5,92
239,8,tabu,14828.2,92
239,9,tabu,14231.1,90
240,0,tabu,14870.6,93
240,1,tabu,14401.9,87
240,2,tabu,14980.6,94
240,3,tabu,14472.5,91
240,4,tabu,14044.5,89
240,5,tabu,14701.8,92
240,6,tabu,16478.7,92
240,7,tabu,14470.2,89
240,8,tabu,14753.9,92
240,9,tabu,26469.1,87
241,0,tabu,15145.2,91
241,1,tabu,17137.9,88
241,2,tabu,14174.0,89
241,3,tabu,14625.8,92
241,4,tabu,14828.2,93
241,5,tabu,14929.6,91
241,6,tabu,14726.7,86
241,7,tabu,14434.5,90
241,8,tabu,15109.4,94
241,9,tabu,17790.6,93
242,0,tabu,15054.8,94
242,1,tabu,14537.3,91
242,2,tabu,14608.4,91
242,3,tabu,14528.9,91
242,4,tabu,14190.8,89
242,5,tabu,14345.7,90
242,6,tabu,17565.0,92
242,7,tabu,15195.4,94
242,8,tabu,21598.1,90
242,9,tabu,14304.9,89
243,0,tabu,15316.0,93
243,1,tabu,15088.0,94
243,2,tabu,16958.4,90
243,3,tabu,20056.8,92
243,4,tabu,15303.9,91
243,5,tabu,14875.8,90
243,6,tabu,15006.7,91
243,7,tabu,21313.1,87
243,8,tabu,18496.4,90
243,9,tabu,16111.7,91
244,0,tabu,14768.0,90
244,1,tabu,14899.9,92
244,2,tabu,14681.4,91
244,3,tabu,18105.8,92
244,4,tabu,14940.0,93
244,5,tabu,20359.3,91
244,6,tabu,17008.0,87
244,7,tabu,16594.8,95
244,8,tabu,15874.1,97
244,9,tabu,14735.6,91
245,0,tabu,15436.2,95
245,1,tabu,15152.8,93
245,2,tabu,15295.0,94
245,3,tabu,14487.9,88
245,4,tabu,14799.5,91
245,5,tabu,16612.9,91
245,6,tabu,14607.3,90
245,7,tabu,19995.1,91
245,8,tabu,15254.5,94
245,9,tabu,15266.2,94
246,0,tabu,15786.2,96
246,1,tabu,15092.2,93
246,2,tabu,19876.1,92
246,3,tabu,15516.2,95
246,4,tabu,14559.1,89
246,5,tabu,14960.6,92
246,6,tabu,15389.6,93
246,7,tabu,15290.7,94
246,8,tabu,15540.8,95
246,9,tabu,15380.6,94
247,0,tabu,15332.1,92
247,1,tabu,15105.4,92
247,2,tabu,15437.6,93
247,3,tabu,27747.4,87
247,4,tabu,15791.8,93
247,5,tabu,16023.7,96
247,6,tabu,15890.3,96
247,7,tabu,15604.2,93
247,8,tabu,14909.9,91
247,9,tabu,14918.8,91
248,0,tabu,15284.3,93
248,1,tabu,15891.1,96
248,2,tabu,15414.7,94
248,3,tabu,15520.8,94
248,4,tabu,17446.9,90
248,5,tabu,15140.8,92
248,6,tabu,15110.9,92
248,7,tabu,15418.4,90
248,8,tabu,16790.3,101
248,9,tabu,15446.4,94
249,0,tabu,16013.8,97
249,1,tabu,15304.2,91
249,2,tabu,15644.0,94
249,3,tabu,15521.5,94
249,4,tabu,15794.0,95
249,5,tabu,15291.8,93
249,6,tabu,15198.9,92
249,7,tabu,34460.5,91
249,8,tabu,15178.0,92
249,9,tabu,15539.1,94
250,0,tabu,15861.6,96
250,1,tabu,18112.9,93
250,2,tabu,15974.2,92
250,3,tabu,15828.4,95
250,4,tabu,15294.6,93
250,5,tabu,17424.8,92
250,6,tabu,15905.2,96
250,7,tabu,18599.7,90
250,8,tabu,16154.7,95
250,9,tabu,16254.4,94
251,0,tabu,16027.9,96
251,1,tabu,30384.4,90
251,2,tabu,29804.6,85
251,3,tabu,17795.7,94
251,4,tabu,15500.8,93
251,5,tabu,16281.4,96
251,6,tabu,16231.8,96
251,7,tabu,15964.3,96
251,8,tabu,15665.7,93
251,9,tabu,16215.1,96
252,0,tabu,18739.8,96
252,1,tabu,15633.6,93
252,2,tabu,15452.3,92
252,3,tabu,16187.0,96
252,4,tabu,17494.1,93
252,5,tabu,18555.1,91
252,6,tabu,16116.2,96
252,7,tabu,15956.2,95
252,8,tabu,15850.6,95
252,9,tabu,16401.5,94
253,0,tabu,16108.8,96
253,1,tabu,15506.4,93
253,2,tabu,15840.5,95
253,3,tabu,15594.0,92
253,4,tabu,15516.4,93
253,5,tabu,20810.1,93
253,6,tabu,15298.6,90
253,7,tabu,30083.2,91
253,8,tabu,18640.9,95
253,9,tabu,15559.3,93
254,0,tabu,16235.1,96
254,1,tabu,15923.1,92
254,2,tabu,15935.2,94
254,3,tabu,16439.6,97
254,4,tabu,15691.2,93
254,5,tabu,15819.0,94
254,6,tabu,16992.6,96
254,7,tabu,16723.0,99
254,8,tabu,17209.6,95
254,9,tabu,15986.2,92
255,0,tabu,16237.8,96
255,1,tabu,15709.9,93
255,2,tabu,20522.9,92
255,3,tabu,16007.9,94
255,4,tabu,16189.3,95
255,5,tabu,16440.9,96
255,6,tabu,25717.1,94
255,7,tabu,15991.5,94
255,8,tabu,16383.2,97
255,9,tabu,16348.6,96
256,0,tabu,16390.1,96
256,1,tabu,16206.1,95
256,2,tabu,16924.0,99
256,3,tabu,16329.3,94
256,4,tabu,16207.2,95
256,5,tabu,16051.3,94
256,6,tabu,16292.3,95
256,7,tabu,16341.8,96
256,8,tabu,21837.1,96
256,9,tabu,15482.6,91
257,0,tabu,16579.3,97
257,1,tabu,16109.8,94
257,2,tabu,17535.8,94
257,3,tabu,17583.0,97
257,4,tabu,17324.4,94
257,5,tabu,16484.0,97
257,6,tabu,16423.2,94
257,7,tabu,16933.8,98
257,8,tabu,17440.2,100
257,9,tabu,21800.8,96
258,0,tabu,16093.3,92
258,1,tabu,16997.0,97
258,2,tabu,16723.9,97
258,3,tabu,17304.5,96
258,4,tabu,16364.6,95
258,5,tabu,16884.1,98
258,6,tabu,16615.3,97
258,7,tabu,17341.1,100
258,8,tabu,17123.0,98
258,9,tabu,16867.5,98
259,0,tabu,23449.0,96
259,1,tabu,16005.6,92
259,2,tabu,16530.7,96
259,3,tabu,16458.0,96
259,4,tabu,16620.3,97
259,5,tabu,17354.4,100
259,6,tabu,16678.9,97
259,7,tabu,17070.1,99
259,8,tabu,17377.8,100
259,9,tabu,16908.4,98
260,0,tabu,16659.5,96
260,1,tabu,16868.8,97
260,2,tabu,17274.3,95
260,3,tabu,31567.4,94
260,4,tabu,16491.5,94
260,5,tabu,23780.1,95
260,6,tabu,17131.5,96
260,7,tabu,16913.5,95
260,8,tabu,18511.0,96
260,9,tabu,17946.7,102
261,0,tabu,17037.9,97
261,1,tabu,17246.4,98
261,2,tabu,17031.0,96
261,3,tabu,17078.0,98
261,4,tabu,17738.7,101
261,5,tabu,17856.4,99
261,6,tabu,17273.1,99
261,7,tabu,17117.5,98
261,8,tabu,16770.7,96
261,9,tabu,17475.9,100
262,0,tabu,30119.1,97
262,1,tabu,16843.8,96
262,2,tabu,16981.6,97
262,3,tabu,16902.3,97
262,4,tabu,18032.0,102
262,5,tabu,16866.7,97
262,6,tabu,17489.0,98
262,7,tabu,17172.9,93
262,8,tabu,25381.6,96
262,9,tabu,16908.4,97
263,0,tabu,17570.8,100
263,1,tabu,17362.3,99
263,2,tabu,16624.6,95
263,3,tabu,17007.4,94
263,4,tabu,17629.4,99
263,5,tabu,17227.9,97
263,6,tabu,17224.1,96
263,7,tabu,17698.2,97
263,8,tabu,18540.5,102
263,9,tabu,17553.3,97
264,0,tabu,17461.3,99
264,1,tabu,17186.7,97
264,2,tabu,17255.5,98
264,3,tabu,18284.7,102
264,4,tabu,18102.5,101
264,5,tabu,17425.2,98
264,6,tabu,17471.6,99
264,7,tabu,17926.8,96
264,8,tabu,18848.4,103
264,9,tabu,17042.0,93
265,0,tabu,17495.6,98
265,1,tabu,17284.6,95
265,2,tabu,18005.7,101
265,3,tabu,19938.4,100
265,4,tabu,31354.6,94
265,5,tabu,18370.6,102
265,6,tabu,17086.7,97
265,7,tabu,17651.4,98
265,8,tabu,18395.0,103
265,9,tabu,17457.2,99
266,0,tabu,17420.3,95
266,1,tabu,17664.5,99
266,2,tabu,17844.6,100
266,3,tabu,18545.2,103
266,4,tabu,17779.5,96
266,5,tabu,28864.0,95
266,6,tabu,18242.1,101
266,7,tabu,17192.8,97
266,8,tabu,18332.2,101
266,9,tabu,17444.8,97
267,0,tabu,18835.2,99
267,1,tabu,18078.5,100
267,2,tabu,17185.1,97
267,3,tabu,18719.9,96
267,4,tabu,17583.2,98
267,5,tabu,19120.9,105
267,6,tabu,18200.4,97
267,7,tabu,21745.2,96
267,8,tabu,25798.7,102
267,9,tabu,18674.6,103
268,0,tabu,18286.3,98
268,1,tabu,17441.4,97
268,2,tabu,18195.3,101
268,3,tabu,17415.4,97
268,4,tabu,23346.6,100
268,5,tabu,18177.3,99
268,6,tabu,17381.8,98
268,7,tabu,17797.8,98
268,8,tabu,18444.3,102
268,9,tabu,18544.7,97
269,0,tabu,36477.5,102
269,1,tabu,18704.2,103
269,2,tabu,17438.3,97
269,3,tabu,17861.2,99
269,4,tabu,17657.2,98
269,5,tabu,18149.1,100
269,6,tabu,17770.6,99
269,7,tabu,17557.4,98
269,8,tabu,18300.9,100
269,9,tabu,19277.8,100
270,0,tabu,18916.0,103
270,1,tabu,18233.8,101
270,2,tabu,17701.8,97
270,3,tabu,19124.5,104
270,4,tabu,18159.8,100
270,5,tabu,20045.8,108
270,6,tabu,20722.3,98
270,7,tabu,17796.2,97
270,8,tabu,18754.8,103
270,9,tabu,17708.3,98
271,0,tabu,17955.1,98
271,1,tabu,32727.0,94
271,2,tabu,18130.0,100
271,3,tabu,34877.0,100
271,4,tabu,18914.1,102
271,5,tabu,19386.1,104
271,6,tabu,18352.7,100
271,7,tabu,19481.4,98
271,8,tabu,19121.0,103
271,9,tabu,18598.6,102
272,0,tabu,18386.8,101
272,1,tabu,18819.3,100
272,2,tabu,18435.5,97
272,3,tabu,20454.5,95
272,4,tabu,18797.7,103
272,5,tabu,18607.5,102
272,6,tabu,19456.8,106
272,7,tabu,18689.9,101
272,8,tabu,19520.6,106
272,9,tabu,17955.3,96
273,0,tabu,18850.5,102
273,1,tabu,18753.9,101
273,2,tabu,17990.8,98
273,3,tabu,17865.2,98
273,4,tabu,18694.0,98
273,5,tabu,19325.4,104
273,6,tabu,17996.8,98
273,7,tabu,18162.7,99
273,8,tabu,19625.3,106
273,9,tabu,18416.6,100
274,0,tabu,23821.1,97
274,1,tabu,18249.6,99
274,2,tabu,18742.7,102
274,3,tabu,19356.8,105
274,4,tabu,18666.0,102
274,5,tabu,18333.2,99
274,6,tabu,18805.8,101
274,7,tabu,19300.7,104
274,8,tabu,19544.3,104
274,9,tabu,19483.5,102
275,0,tabu,18853.5,99
275,1,tabu,18345.4,100
275,2,tabu,18803.9,102
275,3,tabu,18862.3,101
275,4,tabu,18204.3,99
275,5,tabu,19349.5,104
275,6,tabu,19027.4,103
275,7,tabu,18719.8,100
275,8,tabu,19258.6,104
275,9,tabu,21782.8,98
276,0,tabu,20436.3,109
276,1,tabu,19141.0,102
276,2,tabu,19275.2,104
276,3,tabu,19814.1,106
276,4,tabu,18792.4,101
276,5,tabu,19012.9,101
276,6,tabu,20189.9,106
276,7,tabu,19534.6,102
276,8,tabu,21750.2,100
276,9,tabu,19818.3,102
277,0,tabu,19026.9,102
277,1,tabu,19417.9,104
277,2,tabu,18863.9,101
277,3,tabu,24490.4,98
277,4,tabu,19144.2,103
277,5,tabu,22179.0,102
277,6,tabu,19598.0,104
277,7,tabu,19070.2,98
277,8,tabu,19363.5,103
277,9,tabu,18959.7,102
278,0,tabu,19118.8,102
278,1,tabu,18951.9,102
278,2,tabu,23011.6,102
278,3,tabu,21287.6,102
278,4,tabu,19088.5,102
278,5,tabu,19498.5,101
278,6,tabu,19853.5,100
278,7,tabu,20015.1,98
278,8,tabu,19728.8,105
278,9,tabu,19539.2,104
279,0,tabu,19271.0,102
279,1,tabu,24172.8,96
279,2,tabu,19012.0,102
279,3,tabu,19311.9,103
279,4,tabu,19549.4,102
279,5,tabu,18949.3,100
279,6,tabu,18858.0,100
279,7,tabu,19732.5,100
279,8,tabu,20696.0,105
279,9,tabu,19036.3,101
280,0,tabu,19446.7,103
280,1,tabu,19475.9,102
280,2,tabu,20533.3,108
280,3,tabu,20031.6,105
280,4,tabu,19730.7,103
280,5,tabu,19722.9,104
280,6,tabu,19551.1,103
280,7,tabu,19156.0,102
280,8,tabu,19996.1,105
280,9,tabu,19909.1,105
281,0,tabu,19323.6,99
281,1,tabu,19999.1,105
281,2,tabu,20274.0,105
281,3,tabu,20089.6,101
281,4,tabu,19528.0,102
281,5,tabu,20205.6,104
281,6,tabu,20634.2,106
281,7,tabu,19355.1,102
281,8,tabu,24845.0,105
281,9,tabu,19580.8,102
282,0,tabu,19811.6,104
282,1,tabu,19729.2,103
282,2,tabu,20061.3,103
282,3,tabu,35994.3,105
282,4,tabu,19235.7,100
282,5,tabu,20108.9,105
282,6,tabu,20138.4,105
282,7,tabu,19921.7,104
282,8,tabu,22409.3,106
282,9,tabu,19204.5,101
283,0,tabu,20152.9,105
283,1,tabu,19444.5,102
283,2,tabu,20743.7,104
283,3,tabu,20617.3,107
283,4,tabu,19982.9,103
283,5,tabu,20245.6,105
283,6,tabu,37858.1,102
283,7,tabu,20002.5,103
283,8,tabu,20267.1,105
283,9,tabu,19829.0,103
284,0,tabu,19393.0,102
284,1,tabu,20216.7,105
284,2,tabu,20940.4,105
284,3,tabu,25584.5,100
284,4,tabu,20464.4,106
284,5,tabu,20526.3,106
284,6,tabu,20467.7,106
284,7,tabu,24847.2,100
284,8,tabu,21197.6,109
284,9,tabu,19786.1,103
285,0,tabu,19763.7,103
285,1,tabu,20175.7,105
285,2,tabu,20622.0,105
285,3,tabu,21456.5,108
285,4,tabu,21498.1,102
285,5,tabu,20467.1,106
285,6,tabu,20282.9,105
285,7,tabu,19274.0,101
285,8,tabu,21106.7,107
285,9,tabu,22266.0,101
286,0,tabu,19777.4,102
286,1,tabu,21430.4,110
286,2,tabu,20779.3,106
286,3,tabu,24326.6,105
286,4,tabu,20171.8,104
286,5,tabu,21302.8,105
286,6,tabu,20802.4,106
286,7,tabu,20373.7,101
286,8,tabu,19948.0,103
286,9,tabu,20656.0,107
287,0,tabu,20612.9,106
287,1,tabu,19872.4,103
287,2,tabu,19943.5,102
287,3,tabu,20337.3,105
287,4,tabu,20151.2,104
287,5,tabu,20447.2,103
287,6,tabu,20223.6,103
287,7,tabu,20753.7,106
287,8,tabu,20423.7,105
287,9,tabu,20441.1,105
288,0,tabu,21443.0,109
288,1,tabu,21192.6,105
288,2,tabu,20962.1,107
288,3,tabu,20143.8,102
288,4,tabu,20237.4,103
288,5,tabu,20973.5,107
288,6,tabu,21193.3,108
288,7,tabu,21408.6,101
288,8,tabu,21311.6,108
288,9,tabu,20404.4,104
289,0,tabu,21050.3,107
289,1,tabu,20567.6,103
289,2,tabu,21220.8,107
289,3,tabu,26465.0,104
289,4,tabu,21607.1,110
289,5,tabu,21613.0,109
289,6,tabu,21918.8,111
289,7,tabu,20940.9,107
289,8,tabu,21439.0,109
289,9,tabu,21318.6,104
290,0,tabu,21288.9,107
290,1,tabu,21136.1,107
290,2,tabu,20856.6,106
290,3,tabu,20318.6,103
290,4,tabu,21673.6,109
290,5,tabu,21566.1,108
290,6,tabu,22015.3,104
290,7,tabu,21196.5,107
290,8,tabu,21349.3,108
290,9,tabu,22198.5,105
291,0,tabu,21383.0,107
291,1,tabu,20975.7,106
291,2,tabu,22410.8,101
291,3,tabu,21683.8,109
291,4,tabu,24302.3,105
291,5,tabu,40050.4,105
291,6,tabu,21352.0,108
291,7,tabu,21330.8,107
291,8,tabu,21127.9,106
291,9,tabu,21609.6,109
292,0,tabu,22277.1,111
292,1,tabu,22029.6,110
292,2,tabu,21744.0,109
292,3,tabu,27182.1,106
292,4,tabu,21301.5,107
292,5,tabu,22618.7,113
292,6,tabu,22595.9,106
292,7,tabu,21621.5,109
292,8,tabu,21433.1,108
292,9,tabu,39410.8,102
293,0,tabu,21587.6,107
293,1,tabu,21628.8,106
293,2,tabu,22226.5,111
293,3,tabu,21246.8,107
293,4,tabu,22299.6,108
293,5,tabu,21500.5,107
293,6,tabu,21459.2,107
293,7,tabu,21935.6,108
293,8,tabu,21934.4,106
293,9,tabu,21914.4,109
294,0,tabu,21210.8,104
294,1,tabu,22503.7,110
294,2,tabu,22382.1,111
294,3,tabu,22075.9,109
294,4,tabu,21539.6,107
294,5,tabu,21286.8,106
294,6,tabu,21233.9,105
294,7,tabu,21930.3,109
294,8,tabu,27861.1,106
294,9,tabu,22774.3,107
295,0,tabu,25708.5,105
295,1,tabu,21889.5,109
295,2,tabu,26041.6,111
295,3,tabu,21823.0,108
295,4,tabu,25258.3,107
295,5,tabu,22654.6,112
295,6,tabu,21333.3,106
295,7,tabu,22344.3,109
295,8,tabu,22522.9,111
295,9,tabu,22128.4,109
296,0,tabu,22590.8,107
296,1,tabu,23393.5,112
296,2,tabu,21525.4,105
296,3,tabu,22961.2,113
296,4,tabu,26332.0,104
296,5,tabu,21711.2,107
296,6,tabu,25419.4,105
296,7,tabu,44116.8,103
296,8,tabu,21854.6,108
296,9,tabu,22713.1,112
297,0,tabu,22031.8,108
297,1,tabu,21964.7,107
297,2,tabu,21949.7,106
297,3,tabu,21660.6,105
297,4,tabu,22166.4,109
297,5,tabu,22406.4,110
297,6,tabu,22744.2,110
297,7,tabu,22961.1,111
297,8,tabu,21906.9,107
297,9,tabu,23117.6,113
298,0,tabu,22257.3,109
298,1,tabu,22861.0,111
298,2,tabu,22452.9,110
298,3,tabu,22261.5,109
298,4,tabu,22687.7,112
298,5,tabu,22945.7,109
298,6,tabu,23138.7,108
298,7,tabu,25077.1,105
298,8,tabu,23124.4,112
298,9,tabu,22282.3,108
299,0,tabu,42755.2,110
299,1,tabu,23478.1,108
299,2,tabu,23034.1,109
299,3,tabu,22621.6,110
299,4,tabu,22234.3,109
299,5,tabu,22348.6,109
299,6,tabu,22673.5,110
299,7,tabu,23029.8,112
299,8,tabu,23064.4,112
299,9,tabu,22125.8,108
300,0,tabu,22506.8,110
300,1,tabu,23669.6,108
300,2,tabu,22672.0,111
300,3,tabu,23468.9,114
300,4,tabu,21990.5,107
300,5,tabu,22820.3,111
300,6,tabu,22356.0,109
300,7,tabu,22329.8,108
300,8,tabu,22495.6,109
300,9,tabu,22828.8,110
301,0,tabu,21895.0,106
301,1,tabu,23588.1,107
301,2,tabu,29454.7,109
301,3,tabu,22523.7,108
301,4,tabu,23217.7,112
301,5,tabu,22653.0,110
