algo1,taille1,temps1,f1,rapport1,algo2,taille2,temps2,f2,rapport2,algo3,taille3,temps3,f3,rapport3
conv ,256,325.082,5753466.419,5.65E-05,strassen ,256,28287.6,5753466.419,4.92E-03,strassenAvecLimite ,256,367.507,5753466.419,6.39E-05
conv ,256,327.274,5753466.419,5.69E-05,strassen ,256,28668.2,5753466.419,4.98E-03,strassenAvecLimite ,256,336.688,5753466.419,5.85E-05
conv ,256,314.865,5753466.419,5.47E-05,strassen ,256,29124.7,5753466.419,5.06E-03,strassenAvecLimite ,256,366.373,5753466.419,6.37E-05
conv ,256,280.818,5753466.419,4.88E-05,strassen ,256,29034,5753466.419,5.05E-03,strassenAvecLimite ,256,360.996,5753466.419,6.27E-05
conv ,256,248.323,5753466.419,4.32E-05,strassen ,256,28635,5753466.419,4.98E-03,strassenAvecLimite ,256,386.612,5753466.419,6.72E-05
conv ,256,249.741,5753466.419,4.34E-05,strassen ,256,29189.5,5753466.419,5.07E-03,strassenAvecLimite ,256,357.001,5753466.419,6.20E-05
conv ,256,267.246,5753466.419,4.64E-05,strassen ,256,29008.6,5753466.419,5.04E-03,strassenAvecLimite ,256,290.32,5753466.419,5.05E-05
conv ,256,291.125,5753466.419,5.06E-05,strassen ,256,29115.2,5753466.419,5.06E-03,strassenAvecLimite ,256,389.51,5753466.419,6.77E-05
conv ,256,229.06,5753466.419,3.98E-05,strassen ,256,29455.4,5753466.419,5.12E-03,strassenAvecLimite ,256,374.4,5753466.419,6.51E-05
conv ,256,250.901,5753466.419,4.36E-05,strassen ,256,30276.2,5753466.419,5.26E-03,strassenAvecLimite ,256,391.552,5753466.419,6.81E-05
conv ,256,282.377,5753466.419,4.91E-05,strassen ,256,28825.8,5753466.419,5.01E-03,strassenAvecLimite ,256,303.831,5753466.419,5.28E-05
conv ,256,262.855,5753466.419,4.57E-05,strassen ,256,28647.4,5753466.419,4.98E-03,strassenAvecLimite ,256,357.147,5753466.419,6.21E-05
conv ,256,286.309,5753466.419,4.98E-05,strassen ,256,29030.8,5753466.419,5.05E-03,strassenAvecLimite ,256,358.46,5753466.419,6.23E-05
conv ,256,257.365,5753466.419,4.47E-05,strassen ,256,28461.3,5753466.419,4.95E-03,strassenAvecLimite ,256,305.835,5753466.419,5.32E-05
conv ,256,272.558,5753466.419,4.74E-05,strassen ,256,29373.8,5753466.419,5.11E-03,strassenAvecLimite ,256,334.843,5753466.419,5.82E-05
conv ,256,309.769,5753466.419,5.38E-05,strassen ,256,28676,5753466.419,4.98E-03,strassenAvecLimite ,256,321.309,5753466.419,5.58E-05
conv ,256,278.066,5753466.419,4.83E-05,strassen ,256,28551.5,5753466.419,4.96E-03,strassenAvecLimite ,256,364.136,5753466.419,6.33E-05
conv ,256,277.923,5753466.419,4.83E-05,strassen ,256,28530.1,5753466.419,4.96E-03,strassenAvecLimite ,256,312.874,5753466.419,5.44E-05
conv ,256,254.256,5753466.419,4.42E-05,strassen ,256,28703.8,5753466.419,4.99E-03,strassenAvecLimite ,256,351.844,5753466.419,6.12E-05
conv ,256,267.649,5753466.419,4.65E-05,strassen ,256,28190.6,5753466.419,4.90E-03,strassenAvecLimite ,256,355.132,5753466.419,6.17E-05
conv ,256,341.462,5753466.419,5.93E-05,strassen ,256,28825.7,5753466.419,5.01E-03,strassenAvecLimite ,256,333.566,5753466.419,5.80E-05
conv ,256,248.594,5753466.419,4.32E-05,strassen ,256,28670,5753466.419,4.98E-03,strassenAvecLimite ,256,341.057,5753466.419,5.93E-05
conv ,256,256.697,5753466.419,4.46E-05,strassen ,256,28276.4,5753466.419,4.91E-03,strassenAvecLimite ,256,352.231,5753466.419,6.12E-05
conv ,256,279.402,5753466.419,4.86E-05,strassen ,256,28455.8,5753466.419,4.95E-03,strassenAvecLimite ,256,364.232,5753466.419,6.33E-05
conv ,256,260.569,5753466.419,4.53E-05,strassen ,256,28606.4,5753466.419,4.97E-03,strassenAvecLimite ,256,359.523,5753466.419,6.25E-05
conv ,256,309.448,5753466.419,5.38E-05,strassen ,256,28470.9,5753466.419,4.95E-03,strassenAvecLimite ,256,393.827,5753466.419,6.85E-05
conv ,256,270.884,5753466.419,4.71E-05,strassen ,256,27988,5753466.419,4.86E-03,strassenAvecLimite ,256,333.727,5753466.419,5.80E-05
conv ,256,277.781,5753466.419,4.83E-05,strassen ,256,28461.1,5753466.419,4.95E-03,strassenAvecLimite ,256,338.71,5753466.419,5.89E-05
conv ,256,255.965,5753466.419,4.45E-05,strassen ,256,28507.6,5753466.419,4.95E-03,strassenAvecLimite ,256,339.225,5753466.419,5.90E-05
conv ,256,254.16,5753466.419,4.42E-05,strassen ,256,62625.7,5753466.419,1.09E-02,strassenAvecLimite ,256,330.767,5753466.419,5.75E-05
conv ,256,278.46,5753466.419,4.84E-05,strassen ,256,30823.2,5753466.419,5.36E-03,strassenAvecLimite ,256,388.821,5753466.419,6.76E-05
conv ,256,257.223,5753466.419,4.47E-05,strassen ,256,29854.4,5753466.419,5.19E-03,strassenAvecLimite ,256,388.017,5753466.419,6.74E-05
conv ,256,268.056,5753466.419,4.66E-05,strassen ,256,29395.2,5753466.419,5.11E-03,strassenAvecLimite ,256,380.256,5753466.419,6.61E-05
conv ,256,274.929,5753466.419,4.78E-05,strassen ,256,29425.7,5753466.419,5.11E-03,strassenAvecLimite ,256,348.715,5753466.419,6.06E-05
